ims_org_id,bed_id,license_beds,census_beds,staffed_beds
INS00076077,18,108,88,108
INS00005932,18,20,3,20
INS00112791,18,290,280,290
INS00112791,8,290,280,290
INS00003868,18,21,6,21
INS00003868,5,21,6,21
INS00004312,18,25,8,25
INS00004312,5,25,8,25
INS00036589,18,132,125,132
INS00036589,8,132,125,132
INS00112407,8,30,25,30
INS00112407,18,30,25,30
INS00004971,5,51,38,51
INS00548775,16,10,7,10
INS00548775,18,10,7,10
INS00004971,16,42,31,42
INS00004971,18,101,75,101
INS00004971,4,8,6,8
INS00646862,8,62,44,62
INS00646862,18,62,44,62
INS00105586,8,146,102,146
INS00105586,18,146,102,146
INS00484753,18,126,126,126
INS00484753,14,126,126,126
INS00075737,8,27,27,27
INS00075737,18,27,27,27
INS00002248,4,7,6,7
INS00002248,18,140,120,140
INS00002248,2,7,6,7
INS00002248,5,126,108,126
INS00011326,12,37,25,37
INS00011326,18,37,25,37
INS00037635,8,59,52,59
INS00037635,18,59,52,59
INS00033995,18,108,90,108
INS00033995,8,108,90,108
INS00108834,18,126,120,126
INS00485169,12,48,35,48
INS00034840,18,166,163,166
INS00485169,18,48,35,48
INS00108834,8,126,120,126
INS00034840,8,166,163,166
INS00006620,18,145,62,126
INS00006620,12,15,15,15
INS00006620,5,102,19,83
INS00006620,8,28,28,28
INS00077697,18,102,97,102
INS00077697,8,102,97,102
INS00129160,8,66,56,66
INS00129160,18,66,56,66
INS00076059,18,38,34,38
INS00076059,8,38,34,38
INS00079703,8,180,172,180
INS00079703,18,180,172,180
INS00110235,8,204,185,204
INS00110235,18,204,185,204
INS00494171,8,132,110,132
INS00494171,18,132,110,132
INS00074682,8,49,45,49
INS00074682,18,49,45,49
INS00566089,14,40,32,40
INS00566089,18,40,32,40
INS00075461,8,73,73,73
INS00075461,18,73,73,73
INS00060006,8,153,120,153
INS00060006,18,153,120,153
INS00001672,5,168,162,168
INS00001672,18,186,180,186
INS00001672,1,5,5,5
INS00001672,4,13,13,13
INS00034704,8,117,80,117
INS00034704,18,117,80,117
INS00037320,8,69,60,69
INS00037320,18,69,60,69
INS00006160,18,302,219,292
INS00110528,8,20,18,20
INS00006160,4,36,26,35
INS00110528,18,20,18,20
INS00108885,18,193,185,193
INS00006160,5,266,193,257
INS00108885,8,193,185,193
INS00000563,18,232,151,232
INS00000563,5,220,143,220
INS00000563,4,12,8,12
INS00008611,14,80,55,80
INS00008611,18,80,55,80
INS00005254,18,40,26,40
INS00005254,5,36,23,36
INS00005254,4,4,3,4
INS00345188,18,65,50,65
INS00080548,8,97,78,97
INS00080548,18,97,78,97
INS00345188,8,65,50,65
INS00035656,18,50,49,50
INS00035656,8,50,49,50
INS00111755,8,60,53,60
INS00111755,18,60,53,60
INS00074325,8,91,85,91
INS00074325,18,91,85,91
INS00111383,18,107,101,107
INS00111383,8,107,101,107
INS00074921,18,90,88,90
INS00074921,8,90,88,90
INS00040489,8,60,55,55
INS00040489,18,60,55,55
INS00081427,18,92,55,92
INS00081427,8,92,55,92
INS00075873,8,103,80,103
INS00034187,8,100,88,100
INS00034187,18,100,88,100
INS00075873,18,103,80,103
INS00582550,5,86,83,86
INS00582550,6,12,11,12
INS00582550,18,110,105,110
INS00582550,4,12,11,12
INS00111900,8,120,113,120
INS00111900,18,120,113,120
INS00006149,18,25,11,25
INS00112745,18,120,112,120
INS00004294,5,153,92,153
INS00004294,18,277,166,277
INS00112745,8,120,112,120
INS00004294,4,114,68,114
INS00004294,6,10,6,10
INS00004348,5,25,10,25
INS00004348,18,25,10,25
INS00001327,5,232,137,232
INS00001327,18,288,170,288
INS00001327,4,56,33,56
INS00491401,18,65,61,65
INS00491401,8,65,61,65
INS00061708,8,32,24,32
INS00061708,18,32,24,32
INS00038174,8,100,86,100
INS00038174,18,100,86,100
INS00038062,8,120,92,120
INS00038062,18,120,92,120
INS00088216,18,149,146,149
INS00074887,18,60,56,60
INS00074887,8,60,56,60
INS00088216,8,149,146,149
INS00112525,18,134,120,134
INS00112525,8,134,120,134
INS00005668,18,86,50,86
INS00005668,4,8,5,8
INS00005668,5,78,45,78
INS00366302,5,26,24,26
INS00366302,18,26,24,26
INS00006095,16,30,20,23
INS00006095,6,20,13,15
INS00006095,4,34,21,25
INS00006095,5,350,226,266
INS00006095,18,434,280,329
INS00076326,18,75,42,75
INS00076326,8,75,42,75
INS00040687,8,99,67,99
INS00494268,5,121,111,121
INS00494268,18,121,111,121
INS00040687,18,99,67,99
INS00112199,18,97,90,97
INS00112199,8,97,90,97
INS00074196,18,123,115,123
INS00074196,8,123,115,123
INS00006835,18,25,12,25
INS00006835,5,25,12,25
INS00060032,8,142,100,142
INS00060032,18,142,100,142
INS00078347,18,60,58,60
INS00078347,8,60,58,60
INS00036672,8,105,74,105
INS00036672,18,105,74,105
INS00080028,8,40,40,40
INS00080028,18,40,40,40
INS00000910,5,51,45,51
INS00000910,4,6,5,6
INS00000910,18,57,50,57
INS00005988,4,71,38,53
INS00001007,5,25,10,25
INS00001007,18,25,10,25
INS00005988,5,735,388,548
INS00005988,18,806,426,601
INS00076873,18,198,160,198
INS00076873,8,198,160,198
INS00035207,8,120,107,120
INS00035207,18,120,107,120
INS00004985,5,67,38,67
INS00078127,8,156,105,156
INS00078127,18,156,105,156
INS00004985,4,10,6,10
INS00004985,18,77,44,77
INS00036319,18,89,75,89
INS00034448,18,105,79,105
INS00034448,8,105,79,105
INS00036319,8,89,75,89
INS00000596,4,2,2,2
INS00000596,18,66,35,66
INS00000596,5,64,33,64
INS00038914,8,126,125,126
INS00003427,16,26,15,19
INS00003427,18,35,20,25
INS00038914,18,126,125,126
INS00003427,5,9,5,6
INS00039249,8,67,65,67
INS00039249,18,67,65,67
INS00040560,18,106,104,106
INS00040560,8,106,104,106
INS00001626,5,44,18,44
INS00001626,4,5,2,5
INS00001626,18,49,20,49
INS00079404,18,118,80,118
INS00079404,8,118,80,118
INS00004412,18,9,3,9
INS00004412,16,7,2,7
INS00004412,5,2,1,2
INS00075830,18,262,214,262
INS00553116,7,22,10,22
INS00075830,8,262,214,262
INS00553116,18,149,65,149
INS00553116,6,23,18,23
INS00061035,18,170,165,170
INS00553116,10,6,5,6
INS00553116,5,98,32,98
INS00061035,8,170,165,170
INS00078265,8,201,192,201
INS00078265,18,201,192,201
INS00005871,18,102,35,102
INS00005871,4,7,2,7
INS00005871,16,10,3,10
INS00005871,5,85,30,85
INS00109168,18,137,130,137
INS00109168,8,137,130,137
INS00640230,18,40,15,15
INS00640230,8,40,15,15
INS00005049,6,43,15,22
INS00005049,4,32,11,17
INS00005049,5,271,94,141
INS00005049,18,346,120,180
INS00109811,8,44,38,44
INS00109811,18,44,38,44
INS00038473,8,82,75,82
INS00038473,18,82,75,82
INS00528083,8,99,93,99
INS00528083,18,99,93,99
INS00037111,18,120,115,115
INS00037111,8,120,115,115
INS00006515,2,2,1,2
INS00006515,18,52,36,52
INS00036041,8,123,70,123
INS00078426,8,120,115,120
INS00006515,6,2,1,2
INS00078426,18,120,115,120
INS00006515,4,6,4,6
INS00006515,5,42,30,42
INS00036041,18,123,70,123
INS00077782,18,60,54,60
INS00077782,8,60,54,60
INS00039823,18,144,111,144
INS00039823,8,144,111,144
INS00114794,8,132,120,132
INS00114794,18,132,120,132
INS00011285,12,305,272,305
INS00011285,18,305,272,305
INS00111881,8,30,28,30
INS00111881,18,30,28,30
INS00078966,8,50,41,50
INS00078966,18,50,41,50
INS00080315,8,94,90,94
INS00080315,18,94,90,94
INS00034367,8,64,60,64
INS00034367,18,64,60,64
INS00000888,4,9,4,8
INS00000888,5,113,46,98
INS00000888,18,122,50,106
INS00559605,8,144,104,144
INS00559605,18,144,104,144
INS00111700,8,135,115,135
INS00111700,18,135,115,135
INS00083257,8,116,91,116
INS00083257,18,116,91,116
INS00110449,18,63,60,63
INS00110449,8,63,60,63
INS00035826,18,130,80,130
INS00035826,8,130,80,130
INS00004539,18,22,10,22
INS00004539,5,22,10,22
INS00083176,18,108,103,108
INS00083176,8,108,103,108
INS00590153,5,40,34,40
INS00590153,18,40,34,40
INS00034169,8,118,108,118
INS00034169,18,118,108,118
INS00001094,5,115,56,115
INS00001094,18,145,70,145
INS00001094,4,11,5,11
INS00001094,16,19,9,19
INS00079494,18,81,60,81
INS00079494,8,81,60,81
INS00078101,18,38,31,38
INS00078101,8,38,31,38
INS00069468,8,88,88,88
INS00069468,18,88,88,88
INS00038417,8,118,82,118
INS00038417,18,118,82,118
INS00110371,18,55,50,55
INS00110371,16,55,50,55
INS00038955,18,110,101,110
INS00038955,8,110,101,110
INS00564873,8,120,117,120
INS00564873,18,120,117,120
INS00049585,18,2,2,2
INS00037753,18,74,55,74
INS00037753,8,74,55,74
INS00049585,5,2,2,2
INS00409916,18,101,64,101
INS00409916,4,10,6,10
INS00409916,5,91,58,91
INS00035789,18,50,25,25
INS00035789,8,50,25,25
INS00108659,15,21,18,21
INS00038435,8,200,190,200
INS00034795,18,60,54,60
INS00038435,18,200,190,200
INS00108659,5,127,44,127
INS00034795,8,60,54,60
INS00108659,16,23,22,23
INS00108659,2,14,11,14
INS00108659,18,185,95,185
INS00005747,4,16,5,14
INS00005747,5,46,17,42
INS00038798,8,140,133,140
INS00005747,2,16,5,14
INS00005747,18,78,27,70
INS00038798,18,140,133,140
INS00111991,18,121,111,121
INS00111991,8,121,111,121
INS00101336,14,94,87,94
INS00101336,18,94,87,94
INS00004835,18,27,24,27
INS00004835,4,3,1,2
INS00004835,5,24,23,25
INS00106739,18,21,14,19
INS00106739,5,21,14,19
INS00039183,18,111,97,111
INS00039183,8,111,97,111
INS00119314,12,280,240,240
INS00442247,18,41,40,41
INS00442247,8,41,40,41
INS00119314,18,280,240,240
INS00034521,18,200,185,200
INS00034521,8,200,185,200
INS00036560,8,100,94,100
INS00036560,18,100,94,100
INS00409923,18,139,90,139
INS00409923,6,9,6,9
INS00409923,4,22,14,22
INS00409923,5,108,70,108
INS00003321,5,218,97,163
INS00003321,18,238,106,178
INS00003321,4,20,9,15
INS00108796,8,60,35,60
INS00108796,18,60,35,60
INS00040736,18,116,110,116
INS00040736,8,116,110,116
INS00034503,8,270,220,270
INS00034503,18,270,220,270
INS00083137,8,126,107,126
INS00083137,18,126,107,126
INS00074936,8,105,102,105
INS00036153,18,50,44,50
INS00074936,18,105,102,105
INS00036153,8,50,44,50
INS00035811,8,120,120,120
INS00035811,18,120,120,120
INS00001611,16,36,28,36
INS00039195,8,142,135,142
INS00039195,18,142,135,142
INS00001611,18,83,65,83
INS00001611,5,47,37,47
INS00112555,18,136,120,136
INS00000541,4,5,2,5
INS00000541,5,35,18,35
INS00000541,18,40,20,40
INS00112555,8,136,120,136
INS00112700,8,124,106,124
INS00112700,18,124,106,124
INS00040416,18,141,138,141
INS00002291,18,66,25,66
INS00002291,4,7,3,7
INS00002291,5,59,22,59
INS00040416,8,141,138,141
INS00039240,18,105,93,105
INS00039240,8,105,93,105
INS00008644,5,69,41,69
INS00008644,16,21,13,21
INS00008644,18,90,54,90
INS00108778,18,120,116,120
INS00108778,8,120,116,120
INS00006032,5,29,12,29
INS00006032,18,29,12,29
INS00074616,8,82,68,82
INS00074616,18,82,68,82
INS00028617,18,120,118,120
INS00102140,18,78,75,78
INS00102140,8,78,75,78
INS00028617,8,120,118,120
INS00113030,18,70,42,70
INS00113030,8,70,42,70
INS00059671,12,61,55,61
INS00059671,18,61,55,61
INS00112875,8,44,42,44
INS00000861,18,71,30,71
INS00000861,5,66,28,66
INS00112875,18,44,42,44
INS00000861,4,5,2,5
INS00004693,16,20,6,20
INS00004693,5,17,6,17
INS00004693,18,37,12,37
INS00109506,8,91,81,81
INS00109506,18,91,81,81
INS00113383,8,60,55,60
INS00113383,18,60,55,60
INS00080502,18,68,29,68
INS00080502,8,68,29,68
INS00039705,18,170,140,170
INS00039705,8,170,140,170
INS00036880,8,176,164,176
INS00036880,18,176,164,176
INS00109826,8,75,67,75
INS00109826,18,75,67,75
INS00505751,8,15,12,15
INS00505751,18,15,12,15
INS00034823,18,109,97,109
INS00034823,8,109,97,109
INS00113933,18,15,10,15
INS00113933,8,15,10,15
INS00002680,18,171,130,171
INS00002680,5,145,110,145
INS00002680,4,26,20,26
INS00112262,8,121,117,121
INS00074386,18,71,67,71
INS00005505,18,855,504,855
INS00005505,5,667,393,667
INS00005505,6,91,54,91
INS00074386,8,71,67,71
INS00005505,4,97,57,97
INS00035125,18,46,33,46
INS00035125,8,46,33,46
INS00038739,18,48,40,48
INS00038739,8,48,40,48
INS00060998,18,51,49,51
INS00060998,8,51,49,51
INS00003885,18,21,10,21
INS00003885,5,21,10,21
INS00063829,8,210,200,210
INS00063829,18,210,200,210
INS00000855,5,196,102,196
INS00000855,4,24,13,24
INS00000855,18,220,115,220
INS00035098,18,96,56,96
INS00078480,8,80,75,80
INS00035098,8,96,56,96
INS00078480,18,80,75,80
INS00572958,18,68,65,68
INS00572958,8,68,65,68
INS00103518,5,36,21,36
INS00103518,18,36,21,36
INS00116429,5,67,45,67
INS00116429,2,44,30,44
INS00116429,18,111,75,111
INS00036524,8,180,167,167
INS00036524,18,180,167,167
INS00002946,4,9,4,9
INS00002946,5,101,49,101
INS00002946,18,110,53,110
INS00505766,8,50,46,50
INS00505766,18,50,46,50
INS00002562,5,41,19,31
INS00076819,8,216,208,216
INS00002562,18,46,21,35
INS00002562,4,5,2,4
INS00040769,18,45,40,45
INS00076819,18,216,208,216
INS00040769,8,45,40,45
INS00080897,18,72,60,72
INS00080897,8,72,60,72
INS00035880,8,120,113,113
INS00035880,18,120,113,113
INS00034943,8,141,130,141
INS00034943,18,141,130,141
INS00080493,8,56,44,56
INS00080493,18,56,44,56
INS00001680,18,271,69,81
INS00001680,16,27,0,0
INS00001680,4,21,17,21
INS00113157,8,120,106,120
INS00001680,5,223,52,60
INS00113157,18,120,106,120
INS00077220,18,98,88,98
INS00109391,8,90,85,90
INS00077220,8,98,88,98
INS00109391,18,90,85,90
INS00109579,8,102,82,102
INS00109579,18,102,82,102
INS00005817,18,122,73,122
INS00636538,18,32,32,32
INS00005817,4,5,3,5
INS00005817,5,117,70,117
INS00636538,16,32,32,32
INS00077408,18,112,110,112
INS00077408,8,112,110,112
INS00112338,18,141,132,141
INS00112338,8,141,132,141
INS00002245,5,25,5,25
INS00037859,8,121,110,121
INS00002245,18,25,5,25
INS00037859,18,121,110,121
INS00566302,14,12,8,12
INS00036606,18,105,77,105
INS00036606,8,105,77,105
INS00566302,18,12,8,12
INS00109235,18,129,105,129
INS00109235,8,129,105,129
INS00035469,8,126,107,126
INS00035469,18,126,107,126
INS00037156,18,60,47,60
INS00037156,8,60,47,60
INS00040424,8,32,26,32
INS00040424,18,32,26,32
INS00035644,18,84,78,84
INS00035644,8,84,78,84
INS00037730,18,107,98,107
INS00037730,8,107,98,107
INS00118610,18,40,28,40
INS00118610,5,40,28,40
INS00006686,18,419,282,399
INS00006686,12,22,22,22
INS00006686,14,157,20,137
INS00006686,5,142,142,142
INS00006686,8,98,98,98
INS00109452,8,70,65,70
INS00109452,18,70,65,70
INS00005433,5,14,10,14
INS00034651,18,83,73,83
INS00034651,8,83,73,83
INS00005433,18,16,10,16
INS00005433,7,2,0,2
INS00074317,8,109,90,109
INS00074317,18,109,90,109
INS00110343,18,62,44,62
INS00005022,1,7,5,7
INS00005022,18,81,56,81
INS00005022,4,9,6,9
INS00005022,5,65,45,65
INS00110343,8,62,44,62
INS00034240,8,63,56,63
INS00034240,18,63,56,63
INS00111356,8,29,24,29
INS00111356,18,29,24,29
INS00608676,18,29,14,29
INS00608676,12,29,14,29
INS00006240,5,233,67,73
INS00006240,4,24,20,24
INS00006240,18,257,87,97
INS00112486,8,99,87,95
INS00112486,18,99,87,95
INS00078359,18,102,100,102
INS00078359,8,102,100,102
INS00004677,4,9,4,7
INS00004677,18,214,90,173
INS00003313,5,24,9,24
INS00004677,5,163,68,132
INS00004677,16,42,18,34
INS00003313,18,24,9,24
INS00108925,18,126,122,126
INS00108925,8,126,122,126
INS00113476,18,25,20,25
INS00113476,8,25,20,25
INS00114751,18,64,55,64
INS00114751,8,64,55,64
INS00047419,8,55,50,55
INS00047419,18,55,50,55
INS00105591,8,110,106,110
INS00105591,18,110,106,110
INS00144269,8,60,45,60
INS00144269,18,60,45,60
INS00040644,18,37,35,37
INS00040644,8,37,35,37
INS00113776,8,33,33,33
INS00113776,18,33,33,33
INS00002023,6,4,4,4
INS00002023,4,11,11,11
INS00002023,8,44,44,44
INS00002023,16,21,21,21
INS00002023,5,140,140,140
INS00002023,18,220,220,220
INS00001462,5,443,277,443
INS00001462,18,521,325,521
INS00001462,4,52,32,52
INS00001462,2,26,16,26
INS00111963,8,117,116,117
INS00111963,18,117,116,117
INS00113393,18,74,74,74
INS00113393,8,74,74,74
INS00112627,18,144,135,144
INS00112627,8,144,135,144
INS00080750,8,90,86,90
INS00080750,18,90,86,90
INS00060841,12,459,107,107
INS00060841,8,303,140,140
INS00060841,18,1419,346,346
INS00060841,9,613,0,0
INS00060841,14,44,99,99
INS00006067,6,23,12,16
INS00006067,18,334,170,233
INS00006067,4,29,15,20
INS00006067,5,282,143,197
INS00111292,18,194,160,194
INS00112262,18,121,117,121
INS00034140,8,123,94,123
INS00034140,18,123,94,123
INS00109388,18,60,59,60
INS00109388,8,60,59,60
INS00110570,8,27,20,27
INS00110570,18,27,20,27
INS00075374,18,120,110,120
INS00075374,8,120,110,120
INS00038573,18,58,52,58
INS00038573,8,58,52,58
INS00038730,18,109,106,109
INS00528132,8,106,80,90
INS00038730,8,109,106,109
INS00528132,18,106,80,90
INS00011431,18,60,31,60
INS00011431,14,47,31,47
INS00011431,16,13,0,13
INS00078731,18,125,95,125
INS00006167,5,25,15,25
INS00078731,8,125,95,125
INS00006167,18,25,15,25
INS00038545,18,167,162,167
INS00039132,18,186,186,186
INS00039132,16,186,186,186
INS00038545,8,167,162,167
INS00001191,18,200,185,200
INS00001191,5,200,185,200
INS00113250,18,60,58,60
INS00035460,18,92,70,79
INS00035460,8,92,70,79
INS00113250,8,60,58,60
INS00080979,8,97,78,97
INS00080979,18,97,78,97
INS00074084,18,341,341,341
INS00081287,8,154,150,154
INS00081287,18,154,150,154
INS00074084,12,21,21,21
INS00074084,3,320,320,320
INS00110223,18,146,132,146
INS00110223,8,146,132,146
INS00081052,18,114,92,114
INS00035053,18,90,55,90
INS00081052,8,114,92,114
INS00035053,8,90,55,90
INS00405808,18,52,45,52
INS00405808,8,52,45,52
INS00491531,18,47,42,47
INS00491531,12,47,42,47
INS00038410,18,178,163,178
INS00038410,8,178,163,178
INS00039352,18,150,125,150
INS00039352,8,150,125,150
INS00080997,18,64,58,64
INS00080997,8,64,58,64
INS00035780,8,120,100,120
INS00035780,18,120,100,120
INS00076308,8,132,118,132
INS00076308,18,132,118,132
INS00001931,5,174,149,174
INS00001931,4,10,9,10
INS00001931,18,200,172,200
INS00001931,6,16,14,16
INS00005152,12,26,15,22
INS00005152,5,331,195,226
INS00005152,6,27,20,20
INS00005152,4,48,42,48
INS00005152,14,24,10,15
INS00005152,18,456,282,331
INS00107584,18,68,50,50
INS00107584,12,68,50,50
INS00039020,8,123,22,123
INS00039020,18,123,22,123
INS00109086,8,49,40,49
INS00109086,18,49,40,49
INS00109068,8,76,57,76
INS00109068,18,76,57,76
INS00548743,18,40,38,40
INS00548743,8,40,38,40
INS00077628,8,132,123,132
INS00077628,18,132,123,132
INS00367667,5,100,35,100
INS00367667,18,100,35,100
INS00033943,8,136,102,136
INS00033943,18,136,102,136
INS00037850,18,144,144,144
INS00037850,8,144,144,144
INS00572357,18,24,13,17
INS00004922,18,297,150,261
INS00004922,4,20,10,17
INS00572357,5,24,13,17
INS00004922,5,277,140,244
INS00034605,8,148,139,148
INS00034605,18,148,139,148
INS00006083,5,206,168,206
INS00036424,8,167,164,167
INS00036424,18,167,164,167
INS00006083,18,206,168,206
INS00110552,8,76,76,76
INS00110552,18,76,76,76
INS00006116,6,33,23,33
INS00006116,2,5,3,5
INS00006116,18,190,130,190
INS00006116,5,140,96,140
INS00006116,4,5,3,5
INS00006116,10,7,5,7
INS00112709,8,97,84,97
INS00075417,18,78,70,78
INS00112709,18,97,84,97
INS00075417,8,78,70,78
INS00109642,8,120,100,120
INS00003822,18,25,5,25
INS00003822,5,25,5,25
INS00109642,18,120,100,120
INS00040235,9,52,30,52
INS00040235,18,112,90,112
INS00040235,8,60,60,60
INS00646838,18,38,30,38
INS00005067,6,10,7,10
INS00005067,18,205,150,205
INS00005067,15,6,4,6
INS00646838,8,38,30,38
INS00005067,2,14,10,14
INS00005067,4,16,12,16
INS00005067,5,159,117,159
INS00074504,8,48,45,48
INS00074504,18,48,45,48
INS00001608,5,125,100,125
INS00001608,4,15,12,15
INS00001608,18,140,112,140
INS00077794,18,274,257,274
INS00077794,8,274,257,274
INS00078293,8,190,169,190
INS00078293,18,190,169,190
INS00034925,8,82,75,82
INS00034925,18,82,75,82
INS00036644,18,118,51,118
INS00036644,8,118,51,118
INS00036337,8,83,75,83
INS00036337,18,83,75,83
INS00077631,18,112,90,112
INS00077631,8,112,90,112
INS00077347,18,120,114,120
INS00077347,8,120,114,120
INS00035808,18,106,98,98
INS00035808,8,106,98,98
INS00080906,8,110,107,110
INS00080906,18,110,107,110
INS00076399,18,45,39,45
INS00076399,8,45,39,45
INS00527925,8,50,39,50
INS00527925,18,50,39,50
INS00003695,18,60,42,60
INS00003695,4,12,8,12
INS00003695,5,48,34,48
INS00000810,18,25,9,25
INS00000810,5,25,9,25
INS00000578,6,33,28,30
INS00000578,5,554,461,502
INS00000578,18,690,575,625
INS00000578,4,103,86,93
INS00039267,8,115,75,115
INS00039267,18,115,75,115
INS00076561,8,37,27,37
INS00076561,18,37,27,37
INS00034907,8,83,78,83
INS00034907,18,83,78,83
INS00075957,8,153,138,153
INS00075957,18,153,138,153
INS00636489,18,57,49,57
INS00636489,8,57,49,57
INS00114139,8,28,24,28
INS00114139,18,28,24,28
INS00110434,18,25,18,25
INS00110434,8,25,18,25
INS00505748,18,120,108,108
INS00505748,8,120,108,108
INS00111292,8,194,160,194
INS00007330,8,70,64,70
INS00007330,18,70,64,70
INS00039786,8,82,77,82
INS00039786,18,82,77,82
INS00011379,18,207,100,207
INS00011379,5,207,100,207
INS00112847,8,120,113,113
INS00112847,18,120,113,113
INS00079679,18,101,94,101
INS00003358,18,25,12,25
INS00079679,8,101,94,101
INS00003358,5,25,12,25
INS00000633,18,546,400,482
INS00000633,4,43,32,38
INS00000633,5,503,368,444
INS00004076,5,182,77,91
INS00004076,18,200,85,100
INS00004076,4,18,8,9
INS00636490,8,103,100,100
INS00636490,18,103,100,100
INS00110066,8,37,35,37
INS00110066,18,37,35,37
INS00006367,4,38,24,38
INS00006367,6,9,6,9
INS00006367,18,188,120,188
INS00006367,5,141,90,141
INS00039907,8,36,36,36
INS00039907,18,36,36,36
INS00079979,18,132,130,132
INS00079979,8,132,130,132
INS00112156,18,119,117,119
INS00112156,8,119,117,119
INS00037777,18,58,53,58
INS00037777,8,58,53,58
INS00367706,5,45,28,45
INS00367706,18,45,28,45
INS00603477,18,30,28,30
INS00603477,5,30,28,30
INS00076902,18,61,39,61
INS00076902,8,61,39,61
INS00078703,8,168,160,168
INS00078703,18,168,160,168
INS00080614,8,60,42,60
INS00080614,18,60,42,60
INS00005696,4,14,8,14
INS00005696,5,167,92,167
INS00005696,18,181,100,181
INS00009916,8,64,55,64
INS00009916,18,64,55,64
INS00038090,8,95,88,95
INS00038090,18,95,88,95
INS00034686,18,165,145,165
INS00034686,8,165,145,165
INS00076269,8,51,40,51
INS00076269,18,51,40,51
INS00079852,8,132,100,132
INS00079852,18,132,100,132
INS00080530,8,79,57,79
INS00080530,18,79,57,79
INS00037673,8,87,65,87
INS00037673,18,87,65,87
INS00086695,8,123,105,123
INS00086695,18,123,105,123
INS00036660,8,70,57,70
INS00036660,18,70,57,70
INS00082004,18,46,42,46
INS00082004,8,46,42,46
INS00112681,18,115,108,115
INS00112681,8,115,108,115
INS00080231,18,122,112,122
INS00080231,8,122,112,122
INS00038857,8,90,70,90
INS00038857,18,90,70,90
INS00074485,8,82,72,82
INS00074485,18,82,72,82
INS00004850,5,15,6,15
INS00004850,18,15,6,15
INS00006651,8,129,33,96
INS00006651,12,161,47,114
INS00006651,14,2,2,2
INS00006651,18,334,124,254
INS00006651,5,42,42,42
INS00074785,8,99,95,99
INS00074785,18,99,95,99
INS00036980,18,56,50,56
INS00036980,8,56,50,56
INS00078508,8,266,235,266
INS00078508,18,266,235,266
INS00081060,8,74,55,74
INS00081060,18,74,55,74
INS00009131,18,126,90,126
INS00009131,14,126,90,126
INS00345276,18,150,150,150
INS00345276,8,150,150,150
INS00646813,5,28,20,28
INS00112392,18,116,108,116
INS00646813,18,28,20,28
INS00112392,8,116,108,116
INS00001408,18,296,235,296
INS00039167,8,63,56,63
INS00001408,4,27,21,27
INS00001408,5,261,208,261
INS00039167,18,63,56,63
INS00001408,6,8,6,8
INS00077165,18,118,115,118
INS00077165,8,118,115,118
INS00001728,18,125,55,65
INS00001728,4,12,5,6
INS00001728,5,113,50,59
INS00038637,8,117,80,117
INS00038637,18,117,80,117
INS00036787,18,145,140,145
INS00036787,8,145,140,145
INS00078332,8,110,85,110
INS00078332,18,110,85,110
INS00619227,12,130,104,104
INS00619227,18,130,104,104
INS00001212,16,30,14,30
INS00001212,18,366,175,366
INS00001212,4,75,36,75
INS00001212,5,261,125,261
INS00076142,18,138,119,138
INS00076142,8,138,119,138
INS00036487,8,120,105,120
INS00036487,18,120,105,120
INS00544689,18,101,73,80
INS00544689,12,101,73,80
INS00109690,18,50,48,50
INS00109690,8,50,48,50
INS00548755,8,116,95,116
INS00548755,18,116,95,116
INS00002601,16,34,24,30
INS00002601,4,24,17,21
INS00002601,2,10,7,9
INS00002601,18,352,250,314
INS00002601,5,284,202,254
INS00004593,4,25,12,13
INS00004593,18,224,110,115
INS00004593,6,10,5,5
INS00004593,5,189,93,97
INS00004732,5,155,111,155
INS00129095,18,60,42,60
INS00004732,18,196,141,196
INS00004732,6,25,18,25
INS00004732,4,16,12,16
INS00129095,8,60,42,60
INS00113350,18,178,160,178
INS00113350,8,178,160,178
INS00646828,18,12,12,12
INS00113102,18,133,131,133
INS00646828,8,12,12,12
INS00113102,8,133,131,133
INS00037619,18,81,72,81
INS00037619,8,81,72,81
INS00114615,18,199,191,199
INS00114615,8,199,191,199
INS00646456,8,105,93,105
INS00646456,18,105,93,105
INS00037970,8,120,95,120
INS00037970,18,120,95,120
INS00074752,8,99,96,99
INS00076553,18,99,93,99
INS00076553,8,99,93,99
INS00074752,18,99,96,99
INS00040207,18,180,166,180
INS00040207,8,180,166,180
INS00077603,18,21,20,21
INS00077603,8,21,20,21
INS00034768,18,131,100,131
INS00034768,8,131,100,131
INS00079033,8,189,160,189
INS00079033,18,189,160,189
INS00003647,18,400,251,279
INS00070126,8,46,39,46
INS00070126,18,46,39,46
INS00004101,16,16,8,16
INS00004101,5,96,50,96
INS00004101,18,125,65,125
INS00004101,4,13,7,13
INS00345321,18,43,38,43
INS00111455,8,160,155,160
INS00345321,8,43,38,43
INS00111455,18,160,155,160
INS00476375,18,8,7,8
INS00476375,20,8,7,8
INS00645544,5,50,0,50
INS00645544,18,50,0,50
INS00011428,18,68,38,68
INS00002055,4,42,36,42
INS00002055,5,372,314,372
INS00011428,14,68,38,68
INS00002055,18,414,350,414
INS00112471,8,30,27,30
INS00037681,18,196,120,196
INS00037681,8,196,120,196
INS00112471,18,30,27,30
INS00011229,18,250,250,250
INS00011229,4,120,120,120
INS00011229,12,130,130,130
INS00114921,18,130,130,130
INS00114921,8,130,130,130
INS00074532,8,43,43,43
