ims_org_id,business_name,ttl_license_beds,ttl_census_beds,ttl_staffed_beds,bed_cluster_id
INS00006192,Ward Memorial Hospital,25,5,25,1
INS00006193,SRM Alliance Hospital Services,80,46,50,1
INS00006194,"Saint Lukes Regional Medical Center, Ltd",423,317,423,4
INS00006195,Saint Lukes Episcopal Hospital Texas Medical Center,888,493,620,5
INS00006196,Texas Heart Institute,120,100,120,1
INS00006197,Saint Lukes Hospital and Health Network,536,400,536,4
INS00006198,Saint Lukes Quakertown Hospital,62,40,62,1
INS00006199,Blue Mountain Health System,70,45,60,1
INS00006200,Saint Lukes Hospital and Health Network,124,60,124,1
INS00006201,Saint Lukes Miners Memorial Hospital,45,42,45,1
INS00006202,Warren General Hospital,89,57,89,1
INS00006203,Saint Lukes Hospital of Kansas City,576,473,510,5
INS00006204,"Shawnee Mission Medical Center, Inc",504,290,349,3
INS00006205,Saint Lukes Northland Hospital Barry Road Campus,84,57,84,1
INS00006206,Wright Memorial Hospital,25,7,25,1
INS00006207,"Saint Lukes Hospital of Garnett, Inc",57,36,57,1
INS00006208,Saint Marys Hospital,264,180,200,2
INS00006209,Physicians Regional Medical Center,473,235,326,3
INS00006210,Jefferson Memorial Hospital,58,27,58,1
INS00006211,Strong Memorial Hospital,625,571,625,6
INS00006212,Highland Hospital,261,208,254,3
INS00006213,Golisano Childrens Hospital at Strong,124,113,124,2
INS00006214,Summa Health System,386,109,157,2
INS00006215,Summa Health System Akron City Hospital,577,368,422,4
INS00006216,Banner Del E Webb Medical Center,402,231,402,3
INS00006217,Banner Boswell Medical Center,430,293,293,3
INS00006218,The Williamsport Hospital and Medical Center,226,123,226,2
INS00006219,Divine Providence Hospital,31,13,18,1
INS00006220,Muncy Valley Hospital,20,12,20,1
INS00006221,Sutter Medical Center Sacramento,298,200,250,2
INS00006222,Sutter Memorial Hospital,346,265,346,3
INS00006223,Sutter Davis Hospital,48,25,48,1
INS00006224,Sutter Roseville Medical Center,313,175,190,2
INS00006225,Sutter Auburn Faith Hospital,78,38,78,1
INS00006226,Sutter Amador Hospital,52,25,42,1
INS00006227,Dameron Hospital Association,202,165,202,2
INS00006228,Sutter Central Valley Hospitals,423,300,423,3
INS00006229,Memorial Hospital Los Banos,46,25,46,1
INS00006230,Mercy Medical Center Merced,186,111,186,2
INS00006231,Sutter Tracy Community Hospital,82,48,82,1
INS00006232,Sutter Lakeside Hospital,25,18,25,1
INS00006233,Sutter Coast Hospital,49,20,20,1
INS00006234,Alta Bates Summit Medical Center Alta Bates Campus,315,254,270,3
INS00006235,Sutter Delta Medical Center,145,75,145,1
INS00006236,Sutter Solano Medical Center,102,50,102,1
INS00006237,Marin General Hospital,235,120,235,2
INS00006238,Sutter Marin,47,26,26,1
INS00006239,Sutter Medical Center of Santa Rosa,135,100,107,1
INS00006240,Mills Peninsula Health Services,257,87,97,1
INS00006241,El Camino Hospital,354,142,151,2
INS00006242,Sutter Maternity and Surgery Center of Santa Cruz,30,12,30,1
INS00006243,California Pacific Medical Center Pacific Campus,254,236,254,3
INS00006244,Eden Medical Center,271,113,271,2
INS00006245,Alta Bates Summit Medical Center Summit Campus,387,234,245,3
INS00006246,Swedish Covenant Hospital,330,290,330,3
INS00006247,Swedish Medical Center,163,75,163,1
INS00006248,Swedish Medical Center,697,487,697,5
INS00006249,Tallahassee Memorial Hospital,770,450,500,5
INS00006250,"Florida Health Sciences Center, Inc",1018,525,988,6
INS00006251,Temple University Hospital,746,450,607,5
INS00006253,Lower Bucks Hospital,199,199,199,2
INS00006254,Jeanes Hospital,176,145,176,2
INS00006257,MetroWest Medical Center,284,180,250,2
INS00006258,Poplar Bluff Regional Medical Center South,210,120,210,2
INS00006262,"Tenet Health System Hahnemann, LLC",459,330,430,4
INS00006265,Albert Einstein Healthcare Network,196,147,147,2
INS00006266,Saint Christophers Hospital for Children,170,112,170,2
INS00006267,"UHS of Rancho Springs, Inc",120,75,96,1
INS00006269,Brotman Medical Center,420,225,418,3
INS00006270,"Chapman Medical Center, Inc",114,65,114,1
INS00006271,Coastal Communities Hospital,178,110,110,2
INS00006272,"CHHP, Inc",81,65,81,1
INS00006273,Fountain Valley Regional Hospital and Medical Center,413,270,413,3
INS00006274,Greater El Monte Community Hospital,117,77,117,1
INS00006275,"Olympia Healthcare, LLC",204,95,102,1
INS00006277,Monterey Park Hospital,101,65,101,1
INS00006280,"Promise Hospital of East Los Angeles, LP",177,85,85,1
INS00006281,"AHMC Whittier Hospital Medical Center, LP",178,105,178,2
INS00006282,Coral Gables Hospital,245,120,245,2
INS00006283,Florida Medical Center,459,250,425,3
INS00006284,Jackson North Medical Center,382,226,260,3
INS00006287,"Kennett HMA, LLC",116,55,116,1
INS00006288,North Vista Hospital,177,130,177,2
INS00006290,Houston Northwest Partners,430,250,430,3
INS00006291,Lake Pointe Partners Limited,112,70,112,1
INS00006293,Brookwood Medical Center,586,450,520,5
INS00006295,NEA Baptist Memorial Hospital,100,75,100,1
INS00006296,"National Park Hospital Holdings, LLC",166,82,166,1
INS00006297,"Russellville Holdings, LLC",170,110,170,2
INS00006298,"Alvarado Hospital, LLC",306,242,306,3
INS00006300,El Camino Los Gatos,173,106,111,2
INS00006301,Doctors Hospital of Manteca,73,44,73,1
INS00006303,Doctors Medical Center of Modesto,461,270,461,3
INS00006304,"Prime Healthcare Services, Inc",150,97,125,1
INS00006305,Providence Tarzana Medical Center,245,175,245,2
INS00006306,"Prime Healthcare Services, Inc",167,132,167,2
INS00006307,Garfield Medical Center,210,176,210,2
INS00006309,"JFK Memorial Hospital, Inc",156,92,156,1
INS00006310,"Lakewood Regional Medical Center, Inc",172,125,172,2
INS00006311,"Los Alamitos Medical Center, Inc",167,125,167,2
INS00006312,Placentia Linda Hospital,114,60,114,1
INS00006313,"Prime Healthcare Services, Inc",246,135,160,2
INS00006314,San Dimas Community Hospital,93,56,93,1
INS00006315,San Ramon Regional Medical Center,123,60,123,1
INS00006316,Sierra Vista Regional Medical Center,164,95,164,1
INS00006317,Twin Cities Community Hospital,122,68,122,1
INS00006318,Keck Hospital of USC,411,176,411,2
INS00006319,"Delray Medical Center, Inc",493,493,493,5
INS00006320,South Broward Hospital District,280,110,117,2
INS00006322,"Palm Beach Gardens Community Hospitals, Inc",200,138,138,2
INS00006323,"Lifemark Hospitals of Florida, Inc",360,282,360,3
INS00006324,Seven Rivers Regional Medical Center,128,76,128,1
INS00006325,West Boca Medical Center,195,177,195,2
INS00006326,North Fulton Hospital,202,125,202,2
INS00006327,"Tenet Health Systems Spalding, Inc",160,120,160,2
INS00006329,Ochsner Medical Center Kenner,123,83,116,1
INS00006330,Ochsner Medical Center West Bank,180,150,180,2
INS00006331,Ochsner Baptist Medical Center,83,30,83,1
INS00006332,Ochsner Medical Center North Shore,165,112,165,2
INS00006335,Poplar Bluff Regional Medical Center North,213,120,213,2
INS00006336,Creighton University Medical Center,304,200,304,2
INS00006337,"Amisub of North Carolina, Inc",137,100,137,1
INS00006338,Frye Regional Medical Center,355,226,226,3
INS00006339,East Cooper Regional Medical Center,130,51,130,1
INS00006340,Hilton Head Hospital,93,60,93,1
INS00006341,Piedmont Medical Center,288,210,288,3
INS00006342,Harton Regional Medical Center,137,70,137,1
INS00006343,Coffee County Hospital Group,25,17,25,1
INS00006344,Saint Francis Hospital,519,400,519,4
INS00006345,"Lebanon Health Management, Inc",245,162,245,2
INS00006346,Valley Baptist Medical Center Brownsville,280,180,280,2
INS00006347,Tenet Healthcare Corporation,218,125,218,2
INS00006348,Tenet Healthcare,153,75,153,1
INS00006349,Providence Memorial Hospital,508,290,410,3
INS00006350,Dallas Medical Center,155,35,108,1
INS00006351,Tenet Hospital Limited,354,238,299,3
INS00006352,"Trinity Medical Center, LLC",237,125,237,2
INS00006354,"Tenet Health System DI, Inc",167,130,150,2
INS00006355,Saint Alexis Healthcare,450,85,125,1
INS00006357,West Contra Costa Healthcare District,247,110,180,2
INS00006358,Sylvan Grove Hospital,25,20,25,1
INS00006359,Tenet Hialeah Healthcare,378,200,200,2
INS00006360,Desert Regional Medical Center,367,220,367,3
INS00006361,Centinela Hospital Medical Center,369,270,369,3
INS00006362,North Shore Medical Center,357,210,357,3
INS00006363,"New Medical Horizons II, LTD",170,120,170,2
INS00006364,Tenet Healthcare Ltd,446,138,200,2
INS00006366,Saint Vincent Hospital,348,210,299,3
INS00006367,Western Medical Center Anaheim,188,120,188,2
INS00006368,"Tenet Health System SL, Inc",356,270,330,3
INS00006369,Atlanta Medical Center,460,292,460,3
INS00006370,Hollywood Presbyterian Medical Center,420,245,417,3
INS00006371,Western Medical Center Santa Ana,282,180,282,2
INS00006372,MetroWest Medical Center,122,100,120,1
INS00006374,Texas Childrens Hospital,576,427,467,5
INS00006375,Texas Health Presbyterian Hospital Dallas,898,400,898,4
INS00006376,Texas Health Presbyterian Hospital Kaufman,91,85,91,1
INS00006377,Texas Health Presbyterian Hospital of Plano,370,288,370,3
INS00006378,Trinity Mother Frances Hospital Winnsboro,35,10,35,1
INS00006379,Hunt Regional Medical Center,192,87,192,1
INS00006380,RCHP Paris,104,57,65,1
INS00006381,Texas Health Harris Methodist Cleburne Hospital,137,65,90,1
INS00006382,Texas Health Harris Methodist Stephenville Hospital,98,42,75,1
INS00006383,Texas Health Harris Methodist HEB Hospital,296,296,296,3
INS00006384,Texas Health Harris Methodist Hospital Azle,36,15,36,1
INS00006385,Texas Health Harris Methodist Fort Worth Hospital,610,500,550,5
INS00006386,Texas Health Harris Methodist Hospital Southwest Fort Worth,229,97,222,1
INS00006387,Hunt Regional Community Hospital,24,9,24,1
INS00006388,UT Southwestern University Hospitals,550,220,299,3
INS00006389,Texas Health Arlington Memorial Hospital,369,305,320,4
INS00006390,"ESHNA, Inc",49,13,15,1
INS00006391,Wise Regional Health System,148,50,148,1
INS00006392,Atoka County Healthcare Authority,25,7,25,1
INS00006393,"UHS Texoma, Inc",251,168,251,2
INS00006394,The Carle Foundation,325,215,325,3
INS00006395,Fairview Hospital,499,300,315,3
INS00006396,Lutheran Hospital,204,120,130,2
INS00006397,Lakewood Hospital,230,160,170,2
INS00006399,Marymount Hospital,322,185,195,2
INS00006400,The Cleveland Clinic Foundation,1284,1091,1284,8
INS00006401,Hillcrest Hospital a Cleveland Clinic Hospital,475,308,314,4
INS00006402,South Pointe Hospital,411,167,215,2
INS00006403,Euclid Hospital,371,160,180,2
INS00006405,Cooper University Hospital,600,358,600,4
INS00006406,Childrens Regional Hospital,73,24,73,1
INS00006407,Cooley Dickinson Healthcare Corporation,142,88,118,1
INS00006408,Windsor Hospital Corporation,35,31,35,1
INS00006409,Dartmouth-Hitchcock Medical Center,333,270,314,3
INS00006410,"Central Vermont Medical Center, Inc",122,55,85,1
INS00006411,"Gifford Medical Center, Inc",52,25,25,1
INS00006412,"Upper Connecticut Valley Hospital Association, Inc",16,10,16,1
INS00006413,Weeks Medical Center,25,14,25,1
INS00006414,North Country Hospital,25,15,25,1
INS00006415,Detroit Receiving Hospital and University Health Center,283,215,283,3
INS00006416,DMC Sinai Grace Hospital,409,401,409,5
INS00006417,Harper University Hospital,506,233,342,3
INS00006418,Huron Valley Sinai Hospital,153,120,153,2
INS00006419,Urban University Womens Hospital,61,61,61,1
INS00006420,Childrens Hospital of Michigan,238,200,238,2
INS00006421,The Methodist Hospitals Northlake Campus,251,128,142,2
INS00006422,"The Methodist Hospitals, Inc Southlake Campus",370,178,185,2
INS00006423,MetroHealth System,731,630,711,6
INS00006425,San Jacinto Methodist Hospital,377,162,262,2
INS00006426,The Methodist Hospital,1119,910,910,7
INS00006427,Methodist Sugar Land Hospital,186,80,186,1
INS00006428,Ohio State University Hospital East,174,150,174,2
INS00006429,The Ohio State University Medical Center,960,430,546,5
INS00006430,The Ohio State University Comprehensive Cancer Center,210,145,210,2
INS00006431,The Queens Medical Center,530,420,530,5
INS00006432,Molokai General Hospital,15,7,15,1
INS00006433,The Reading Hospital and Medical Center,725,525,725,6
INS00006434,Jane Todd Crawford Hospital,25,18,25,1
INS00006435,TJ Samson Community Hospital,196,116,150,2
INS00006436,Tucson Medical Center,564,303,313,4
INS00006437,"Crestwood Health Care, LP",150,120,150,2
INS00006439,"Northwest Hospital, LLC",300,200,300,2
INS00006440,"VHS Acquisition Subsidiary Number 1, Inc",136,76,136,1
INS00006441,"De Queen Medical Center, Inc",25,17,25,1
INS00006442,Medical Park Hospital,79,38,43,1
INS00006444,Eden Medical Center San Leandro Hospital Campus,120,93,120,1
INS00006445,"Women and Childrens Hospital, LLC",88,38,60,1
INS00006446,"Lea Regional Hospital, LLC",250,65,250,1
INS00006447,"Carlsbad Medical Center, LLC",127,45,127,1
INS00006448,"Claremore Regional Hospital, LLC",89,45,89,1
INS00006450,Willamette Valley Medical Center,88,60,88,1
INS00006451,CHRISTUS Spohn Health,148,67,148,1
INS00006452,San Angelo Community Medical Center,171,85,171,1
INS00006453,College Station Medical Center,150,49,150,1
INS00006454,"Brownwood Hospital, LP",194,100,179,1
INS00006455,Pampa Regional Medical Center,115,30,115,1
INS00006456,"Victoria of Texas, LP",193,86,98,1
INS00006457,"GCMC of Wharton County Texas, LLC",161,65,161,1
INS00006458,"Longview Medical Center, LP",131,95,131,1
INS00006460,Navarro Regional Hospital,162,80,101,1
INS00006461,"Renaissance Hospital Terrell, LLC",102,40,45,1
INS00006462,Woodland Heights Medical Center,149,88,149,1
INS00006463,"MCSA, LLC",166,90,166,1
INS00006465,"SouthCrest, LLC",180,100,180,1
INS00006466,Bethesda North Hospital,406,267,406,3
INS00006468,Good Samaritan Hospital,672,380,588,4
INS00006470,Trinity Medical Center West,235,166,235,2
INS00006471,Trinity Medical Center East,261,177,229,2
INS00006472,UAB Hospital,1157,908,1157,7
INS00006473,Ronald Reagan University of California Los Angeles Medical Center,456,444,456,5
INS00006474,University of California Davis Medical Center,468,449,449,5
INS00006475,University of California San Diego Medical Center Hillcrest,386,275,386,3
INS00006476,University of California Irvine Douglas Hospital,329,268,329,3
INS00006477,University of California San Diego John M and Sally B Thornton Hospital,119,119,119,2
INS00006478,Santa Monica UCLA Medical Center and Orthopaedic Hospital,315,254,315,3
INS00006479,Louis A Weiss Memorial Hospital,236,114,236,2
INS00006480,Comer Childrens Hospital at the University of Chicago,155,117,155,2
INS00006481,The University of Chicago Medical Center,600,475,600,5
INS00006482,Stanford Hospital and Clinics,613,450,550,5
INS00006483,Lucile Packard Childrens Hospital,264,180,264,2
INS00006484,University of California San Francisco Medical Center,582,496,524,5
INS00006485,Vidant Edgecombe Hospital,117,62,117,1
INS00006486,Vidant Medical Center,861,519,859,6
INS00006487,"Carteret County General Hospital, Inc",135,75,135,1
INS00006488,Vidant Bertie Hospital,6,5,6,1
INS00006489,Vidant Roanoke Chowan Hospital,114,70,114,1
INS00006490,Childrens Hospital of Eastern Carolina,158,95,110,1
INS00006491,Vidant Chowan Hospital,89,24,89,1
INS00006492,"University Medical Center, Inc",404,302,404,4
INS00006493,Saint Vincent Charity Medical Center,448,130,150,2
INS00006494,Saint John Medical Center,214,167,214,2
INS00006495,UH Geneva Medical Center,25,22,25,1
INS00006496,University Hospitals Case Medical Center,947,800,850,7
INS00006497,University Hospitals Geauga Medical Center,226,90,150,1
INS00006498,University Hospitals Conneaut Medical Center,25,12,25,1
INS00006499,University Hospitals Bedford Medical Center,110,90,110,1
INS00006500,Wilson Memorial Regional Medical Center,280,238,280,3
INS00006501,UHS Binghampton General Hospital,220,125,186,2
INS00006502,Chenango Memorial Hospital,138,60,138,1
INS00006503,"UHS Delaware Valley Hospital, Inc",25,25,25,1
INS00006504,University of Illinois Medical Center at Chicago,441,330,441,4
INS00006505,University of Iowa Hospitals and Clinics,684,515,684,6
INS00006506,The University of Kansas Hospital,644,427,600,5
INS00006507,University of Kentucky Albert B Chandler Medical Center,820,546,575,6
INS00006508,University of Maryland Medical Center,779,449,604,5
INS00006510,Maryland General Hospital,230,195,230,2
INS00006511,UMass Memorial Medical Center University Campus,432,350,378,4
INS00006512,Clinton Hospital Association,41,40,41,1
INS00006513,Marlborough Hospital,79,66,67,1
INS00006514,UMass Memorial Medical Center Memorial Campus,254,254,254,3
INS00006515,UMass Memorial Childrens Medical Center,52,36,52,1
INS00006516,UMDNJ University Hospital,519,350,400,4
INS00006517,University of Arizona Medical Center University Campus,355,296,355,3
INS00006518,University Hospital,662,390,630,4
INS00006519,CS Mott Childrens Hospital and Von Voigtlander Womens Hospital,200,152,200,2
INS00006520,University of Missouri,307,217,307,3
INS00006522,Womens and Childrens Hospital,92,44,92,1
INS00006523,Womens and Childrens Hospital,155,110,155,2
INS00006524,Capital Region Medical Center,114,106,114,2
INS00006525,Kenosha Medical Center Campus,315,109,218,2
INS00006528,United Memorial Medical Center,131,70,73,1
INS00006529,Saint Alexius Hospital Broadway Campus,290,115,290,2
INS00006530,Saint Anthonys Medical Center,767,365,583,4
INS00006531,Mercy Medical Center Saint Louis,979,850,979,7
INS00006532,Mercy Hospital Washington,187,65,140,1
INS00006533,Saint Lukes Episcopal Presbyterian Hospital,493,250,361,3
INS00006534,"Red Bud Illinois Company, LLC",25,15,25,1
INS00006535,Jefferson Regional Medical Center,236,115,236,2
INS00006536,Laredo Regional Medical Center,183,110,170,2
INS00006537,Aiken Regional Medical Centers,230,165,230,2
INS00006538,"Auburn Regional Medical Center, Inc",213,95,162,1
INS00006541,Edinburg Regional Medical Center,168,68,168,1
INS00006542,Southwest Healthcare System,122,100,122,1
INS00006543,Manatee Memorial Hospital,319,250,319,3
INS00006544,McAllen Medical Center,635,476,476,5
INS00006545,Northern Nevada Medical Center,108,55,55,1
INS00006546,River Parishes Hospital,106,27,106,1
INS00006547,"Valley Health System, LLC",404,285,404,3
INS00006548,Wellington Regional Medical Center,143,96,143,1
INS00006549,"Northwest Texas Healthcare System, Inc",470,253,278,3
INS00006550,Desert Springs Hospital Medical Center,286,185,185,2
INS00006551,Summerlin Hospital Medical Center,454,177,454,2
INS00006552,University Hospital,581,331,400,4
INS00006553,Jefferson Hospital,65,12,50,1
INS00006554,Saint Mary s Good Samaritan Hospital,25,19,25,1
INS00006555,Wills Memorial Hospital,25,17,25,1
INS00006556,Burke Medical Center,40,22,40,1
INS00006557,Edgefield County Hospital,25,12,25,1
INS00006558,Emanuel Medical Center,72,18,42,1
INS00006559,Jenkins County Hospital,25,11,25,1
INS00006561,University Medical Center of Southern Nevada,575,447,575,5
INS00006562,University Hospital in Bexar County,604,379,493,4
INS00006564,UNC Hospitals,692,581,692,6
INS00006565,"HCA Health Services of Oklahoma, Inc",386,189,270,2
INS00006567,"HCA Health Services of Oklahoma, Inc",187,160,187,2
INS00006568,Hospital of the University of Pennsylvania,705,540,651,6
INS00006569,Penn Presbyterian Medical Center,245,210,245,3
INS00006570,"Phoenixville Hospital Company, LLC",153,75,153,1
INS00006571,Pennsylvania Hospital,534,360,500,4
INS00006572,The Chester County Hospital,220,190,209,2
INS00006573,UPMC Shadyside,478,390,420,4
INS00006574,UPMC Saint Margaret,249,200,249,2
INS00006575,UPMC Presbyterian,767,587,767,6
INS00006576,UPMC Passavant McCandless,337,200,337,2
INS00006580,UPMC Bedford Memorial,49,20,27,1
INS00006581,Memorial Medical Center Lee Campus,232,116,232,2
INS00006582,UPMC McKeesport,206,157,206,2
INS00006583,UPMC Horizon Greenville,119,90,110,1
INS00006584,Ellwood City Hospital,95,50,95,1
INS00006587,The Washington Hospital,265,180,265,2
INS00006588,USA Medical Center,406,125,300,2
INS00006589,Infirmary West,124,30,56,1
INS00006590,USA Childrens and Womens Hospital,152,97,106,1
INS00006591,University of Tennessee Medical Center,602,450,602,5
INS00006592,Morristown Hamblen Hospital Association,167,112,120,2
INS00006593,Woods Memorial Hospital,72,25,39,1
INS00006594,Wellmont Hawkins County Memorial Hospital,50,22,25,1
INS00006595,University of Texas MD Anderson Cancer Center,607,500,607,5
INS00006596,City of Hope National Medical Center,212,115,212,2
INS00006597,University of Texas Medical Branch at Galveston,704,353,415,4
INS00006598,University of Texas Health Science Center at Tyler,125,68,125,1
INS00006599,University Health Care,425,320,425,4
INS00006600,University of Virginia Medical Center,572,466,572,5
INS00006601,University of Virginia Childrens Hospital,120,80,100,1
INS00006602,University of Washington Medical Center,450,320,450,4
INS00006603,Harborview Medical Center,413,375,413,4
INS00006604,University of Wisconsin Hospital and Clinics,493,342,404,4
INS00006605,Memorial Health Center,25,12,25,1
INS00006606,Aspirus Wausau Hospital,321,160,260,2
INS00006607,Phoenix VA Health Care System,292,281,281,3
INS00006608,Northern Arizona VA Health Care System,230,230,230,3
INS00006609,Southern Arizona VA Health Care System,283,43,266,1
INS00006610,Amarillo VA Health Care System,189,189,189,2
INS00006611,West Texas VA Health Care System,65,65,65,1
INS00006612,New Mexico VA Health Care System,320,125,299,2
INS00006613,Birmingham VA Medical Center,313,91,122,1
INS00006615,Central Alabama Veterans Health Care System Long Term Care Unit,100,75,100,1
INS00006616,Central Alabama Veterans Health Care System,45,45,45,1
INS00006617,Carl Vinson VA Medical Center,345,151,339,2
INS00006618,Atlanta VA Medical Center,393,142,251,2
INS00006619,Charlie Norwood VA Medical Center,470,470,470,5
INS00006620,Ralph H Johnson VA Medical Center,145,62,126,1
INS00006621,William Jennings Bryan Dorn Department of Veterans Affairs Medical Center,216,216,216,3
INS00006622,Washington DC VA Medical Center,291,291,291,3
INS00006623,Baltimore VA Medical Center,561,561,561,6
INS00006624,Martinsburg VA Medical Center,559,559,559,6
INS00006626,VA Central Iowa Health Care System Des Moines Division,381,381,381,4
INS00006627,Iowa City VA Health Care System,93,93,93,1
INS00006629,Nebraska Western Iowa Health Care System,100,100,100,1
INS00006630,VA Loma Linda Healthcare System,250,250,250,3
INS00006631,VA Long Beach Healthcare System,525,102,423,2
INS00006632,VA San Diego Healthcare System,242,216,238,3
INS00006633,VA Greater Los Angeles Healthcare System,1002,545,989,6
INS00006634,Captain James A Lovell Federal Health Care Center,461,461,461,5
INS00006635,Edward Hines Jr VA Hospital,500,393,483,4
INS00006636,Jesse Brown VA Medical Center,201,149,201,2
INS00006638,Oscar G Johnson VA Medical Center,57,57,57,1
INS00006639,William S Middleton Memorial Veterans Hospital,87,80,87,1
INS00006640,Tomah VA Medical Center,226,198,226,2
INS00006641,Milwaukee VA Medical Center,673,462,649,5
INS00006642,Louis Stokes Cleveland Department of VA Medical Center,683,493,649,5
INS00006643,Dayton VA Medical Center,500,500,500,5
INS00006644,Department of Veterans Affairs Medical Center,116,105,114,2
INS00006645,Ohio VA Medical Center,297,272,297,3
INS00006646,Robert J Dole Department of Veterans Affairs Medical and Regional Office Center,112,71,81,1
INS00006647,Marion VA Medical Center,115,100,115,1
INS00006648,John J Pershing VA Medical Center,58,52,58,1
INS00006649,Harry S Truman Memorial Veterans Hospital,170,68,114,1
INS00006650,Kansas City VA Medical Center,165,155,155,2
INS00006651,VA Eastern Kansas Health Care System,334,124,254,2
INS00006652,VA Eastern Kansas Health Care System,299,299,299,3
INS00006653,Saint Louis VA Medical Center John Cochran Division,116,100,100,1
INS00006654,South Texas VA Affairs Health Care System Kerrville Division,179,156,177,2
INS00006655,VA North Texas Health Care System,881,350,846,4
INS00006657,South Texas Veterans Health Care System,401,401,401,5
INS00006658,Olin E Teague Veterans Hospital,717,573,685,6
INS00006659,Winchester Medical Center,411,315,396,4
INS00006660,Warren Memorial Hospital,196,26,50,1
INS00006661,"War Memorial Hospital, Inc",41,15,41,1
INS00006662,Culpeper Regional Hospital,70,40,40,1
INS00006663,Grant Memorial Hospital,25,15,25,1
INS00006664,Hampshire Memorial Hospital,14,10,12,1
INS00006665,Charles Town General Hospital,25,18,25,1
INS00006666,Page Memorial Hospital,25,12,25,1
INS00006667,"Potomac Valley Hospital of West Virginia, Inc",25,15,25,1
INS00006668,Shenandoah Memorial Hospital,25,22,25,1
INS00006669,Hemet Valley Medical Center,240,146,240,2
INS00006670,Menifee Valley Medical Center,84,58,84,1
INS00006671,Moreno Valley Community Hospital,122,87,122,1
INS00006672,The Valley Hospital,451,400,451,4
INS00006673,Chilton Hospital,256,160,224,2
INS00006675,VA Northern Indiana Health Care System Fort Wayne Campus,423,423,423,5
INS00006676,Richard L Roudebush VA Medical Center,160,154,160,2
INS00006677,VA Illiana Health Care System,422,126,346,2
INS00006678,Aleda E Lutz VA Medical Center,238,68,238,1
INS00006679,John D Dingell VA Medical Center,217,124,217,2
INS00006680,VA Ann Arbor Healthcare System,165,114,130,2
INS00006681,WG Bill Hefner VA Medical Center,429,429,429,5
INS00006682,Charles George VA Medical Center,236,236,236,3
INS00006683,Beckley VA Medical Center,90,90,90,1
INS00006684,VA Medical Center Salem Virginia,272,272,272,3
INS00006685,Hampton VA Medical Center,468,468,468,5
INS00006686,Hunter Holmes McGuire VA Medical Center,419,282,399,3
INS00006687,Durham VA Medical Center,274,164,262,2
INS00006688,Fayetteville VA Medical Center,159,120,129,2
INS00006689,James H Quillen VA Medical Center,575,526,526,6
INS00006690,Huntington VA Medical Center,80,80,80,1
INS00006691,Robley Rex VA Medical Center,112,112,112,2
INS00006692,Lexington VA Medical Center Cooper Division,180,175,180,2
INS00006693,VA Tennessee Valley Health Care System,377,132,347,2
INS00006694,Tennessee Valley Health Care System Nashville Campus,158,20,154,1
INS00006695,VA Medical Center at Memphis,290,194,280,2
INS00006696,Veterans Health Care System of the Ozarks,70,65,70,1
INS00006697,Central Arkansas Veterans Healthcare System,178,178,178,2
INS00006698,GV Sonny Montgomery Veterans Affairs Medical Center,278,175,248,2
INS00006699,VA Gulf Coast Veterans Health Care System,211,148,211,2
INS00006700,Michael E DeBakey VA Medical Center,551,259,517,3
INS00006701,Alexandria VA Medical Center,331,177,292,2
INS00006702,Oklahoma City VA Medical Center,289,150,169,2
INS00006703,Southeast Louisiana VA Health Care System,354,200,225,2
INS00006704,Overton Brooks VA Medical Center,128,31,124,1
INS00006705,Vanderbilt University Medical Center,836,750,836,6
INS00006706,Nashville General Hospital at Meharry,150,80,127,1
INS00006707,Togus VA Medical Center,267,167,167,2
INS00006708,Edith Nourse Rogers Memorial Veterans Medical Center,461,360,431,4
INS00006709,VA Boston Health Care System West Roxbury Campus,1476,443,1395,5
INS00006710,VA Boston Health Care System Brockton Division,160,150,160,2
INS00006711,VA Connecticut Health Care System,312,175,188,2
INS00006713,Manchester VA Medical Center,60,50,60,1
INS00006715,Providence Veterans Affairs Medical Center,73,66,73,1
INS00006716,VAMC White River Junction Vermont,60,60,60,1
INS00006717,VA New Jersey Health Care System East Orange Campus,867,867,867,7
INS00006719,VA Hudson Valley Health Care System Castle Point Campus,290,145,145,2
INS00006720,VA New York Harbor Healthcare System,500,198,352,2
INS00006722,James J Peters Veterans Affair Medical Center,1157,377,780,4
INS00006723,VA New York Harbor Healthcare System Manhattan Campus,250,87,171,1
INS00006724,"Prime Healthcare Services, Inc",131,65,75,1
INS00006725,"Prime Healthcare Services, Inc",219,110,181,2
INS00006726,Maryvale Hospital,232,85,100,1
INS00006727,Boise VA Medical Center,78,78,78,1
INS00006728,VA Puget Sound Health Care System,504,504,504,6
INS00006729,Jonathan M Wainwright Memorial VA Medical Center,44,44,44,1
INS00006730,Portland VA Medical Center,476,476,476,5
INS00006731,VA Roseburg Healthcare System,143,137,143,2
INS00006732,Spokane VA Medical Center,84,52,70,1
INS00006733,VA Montana Healthcare System Fort Harrison,50,30,50,1
INS00006734,VA Eastern Colorado Health Care System,250,210,250,3
INS00006736,VA Salt Lake City Health Care System,106,106,106,2
INS00006737,Grand Junction VA Medical Center,58,54,54,1
INS00006738,Cheyenne VA Medical Center,74,74,74,1
INS00006739,Veterans Affairs Central California Healthcare System,114,114,114,2
INS00006740,San Francisco VA Medical Center,245,245,245,3
INS00006741,VA Sierra Nevada Health Care System,130,74,116,1
