User ID,Day Of Week,,Show,Season,Episode,Time Watched,Gender,Completed,Time of Day,,,
26184,2/12/19,Tuesday,Stranger Things,2,4,37,Male,1,1,,,
83470,2/11/19,Monday,Stranger Things,2,1,36,Female,1,1,,,
77556,2/9/19,Saturday,Stranger Things,1,3,15,Female,0,1,,,
16415,2/9/19,Saturday,Stranger Things,2,3,11,Male,0,1,,,
34098,2/9/19,Saturday,Stranger Things,1,2,38,Female,1,0,,,
44294,2/10/19,Sunday,Stranger Things,1,10,19,Female,0,0,,,
74651,2/10/19,Sunday,Stranger Things,1,10,2,Male,0,1,,,
124090,2/10/19,Sunday,Stranger Things,2,7,45,Female,1,1,,,
82923,2/10/19,Sunday,Stranger Things,2,5,52,Male,1,0,,,
117125,2/10/19,Sunday,Stranger Things,2,1,4,Male,0,1,,,
81179,2/12/19,Tuesday,Stranger Things,2,4,39,Female,1,0,,,
14516,2/11/19,Monday,Stranger Things,2,3,39,Female,1,1,,,
28687,2/12/19,Tuesday,Stranger Things,2,10,32,Male,1,1,,,
89441,2/9/19,Saturday,Stranger Things,1,3,30,Male,1,0,,,
29228,2/11/19,Monday,Stranger Things,2,8,25,Female,0,1,,,
100301,2/11/19,Monday,Stranger Things,1,8,1,Female,0,1,,,
76366,2/9/19,Saturday,Stranger Things,2,10,20,Female,0,0,,,
1443,2/12/19,Tuesday,Stranger Things,2,3,10,Female,0,0,,,
78564,2/11/19,Monday,Stranger Things,1,4,16,Male,0,0,,,
118928,2/9/19,Saturday,Stranger Things,2,3,8,Male,0,1,,,
92393,2/12/19,Tuesday,Stranger Things,2,4,59,Female,1,0,,,
11164,2/12/19,Tuesday,Stranger Things,1,5,18,Female,0,1,,,
90262,2/12/19,Tuesday,Stranger Things,2,10,40,Female,1,0,,,
52512,2/12/19,Tuesday,Stranger Things,2,7,55,Female,1,1,,,
39043,2/10/19,Sunday,Stranger Things,1,10,37,Female,1,1,,,
97786,2/12/19,Tuesday,Stranger Things,1,1,11,Female,0,1,,,
34936,2/11/19,Monday,Stranger Things,2,10,3,Female,0,0,,,
6454,2/10/19,Sunday,Stranger Things,2,2,40,Female,1,1,,,
77292,2/10/19,Sunday,Stranger Things,2,7,27,Male,0,1,,,
119154,2/10/19,Sunday,Stranger Things,1,4,49,Male,1,0,,,
86146,2/12/19,Tuesday,Stranger Things,1,4,9,Male,0,0,,,
3301,2/11/19,Monday,Stranger Things,2,5,19,Female,0,1,,,
65956,2/11/19,Monday,Stranger Things,2,6,48,Male,1,0,,,
120359,2/10/19,Sunday,Stranger Things,1,8,54,Male,1,0,,,
19257,2/12/19,Tuesday,Stranger Things,2,2,35,Male,1,1,,,
96865,2/11/19,Monday,Stranger Things,1,9,12,Male,0,0,,,
47558,2/9/19,Saturday,Stranger Things,1,3,60,Male,1,1,,,
87798,2/12/19,Tuesday,Stranger Things,1,6,6,Female,0,1,,,
14145,2/12/19,Tuesday,Stranger Things,2,5,26,Female,0,0,,,
5913,2/9/19,Saturday,Stranger Things,1,4,38,Female,1,1,,,
39085,2/11/19,Monday,Stranger Things,2,4,38,Female,1,0,,,
19573,2/12/19,Tuesday,Stranger Things,1,5,54,Female,1,1,,,
32383,2/11/19,Monday,Stranger Things,2,9,34,Female,1,1,,,
45752,2/11/19,Monday,Stranger Things,1,8,53,Male,1,0,,,
23191,2/10/19,Sunday,Stranger Things,2,6,20,Male,0,0,,,
32173,2/9/19,Saturday,Stranger Things,2,1,10,Female,0,0,,,
12482,2/10/19,Sunday,Stranger Things,1,2,44,Female,1,0,,,
17518,2/9/19,Saturday,Stranger Things,1,5,19,Female,0,1,,,
70493,2/12/19,Tuesday,Stranger Things,1,10,49,Female,1,0,,,
115188,2/11/19,Monday,Stranger Things,1,5,14,Male,0,0,,,
15929,2/9/19,Saturday,Stranger Things,2,1,2,Female,0,0,,,
30136,2/9/19,Saturday,Stranger Things,2,10,12,Male,0,1,,,
6037,2/10/19,Sunday,Stranger Things,1,2,21,Female,0,0,,,
7845,2/12/19,Tuesday,Stranger Things,1,10,7,Male,0,0,,,
30696,2/10/19,Sunday,Stranger Things,2,1,2,Female,0,1,,,
67826,2/9/19,Saturday,Stranger Things,1,7,27,Male,0,0,,,
52339,2/12/19,Tuesday,Stranger Things,2,6,10,Female,0,0,,,
15316,2/10/19,Sunday,Stranger Things,2,7,54,Female,1,0,,,
41080,2/10/19,Sunday,Stranger Things,2,9,49,Female,1,1,,,
52651,2/9/19,Saturday,Stranger Things,1,4,16,Female,0,0,,,
24637,2/11/19,Monday,Stranger Things,2,2,60,Female,1,0,,,
68707,2/10/19,Sunday,Stranger Things,2,1,13,Female,0,0,,,
3673,2/9/19,Saturday,Stranger Things,1,4,38,Female,1,0,,,
66369,2/9/19,Saturday,Stranger Things,1,5,19,Male,0,1,,,
23514,2/10/19,Sunday,Stranger Things,1,8,25,Female,0,0,,,
4013,2/12/19,Tuesday,Stranger Things,2,4,10,Male,0,0,,,
95286,2/12/19,Tuesday,Stranger Things,2,5,9,Female,0,1,,,
17946,2/9/19,Saturday,Stranger Things,1,2,33,Female,1,1,,,
84171,2/10/19,Sunday,Stranger Things,2,3,16,Female,0,0,,,
49640,2/9/19,Saturday,Stranger Things,2,4,29,Female,0,1,,,
92937,2/11/19,Monday,Stranger Things,1,8,24,Female,0,0,,,
109636,2/11/19,Monday,Stranger Things,1,10,5,Male,0,0,,,
77684,2/9/19,Saturday,Stranger Things,2,9,25,Female,0,1,,,
107014,2/12/19,Tuesday,Stranger Things,2,5,22,Male,0,0,,,
34577,2/11/19,Monday,Stranger Things,1,7,43,Female,1,0,,,
110289,2/9/19,Saturday,Stranger Things,2,7,34,Female,1,0,,,
76439,2/10/19,Sunday,Stranger Things,1,8,39,Male,1,0,,,
110796,2/12/19,Tuesday,Stranger Things,1,2,6,Female,0,1,,,
36119,2/12/19,Tuesday,Stranger Things,1,1,14,Male,0,1,,,
37269,2/12/19,Tuesday,Stranger Things,2,1,49,,1,0,,,
13858,2/11/19,Monday,Stranger Things,1,6,31,Female,1,0,,,
108692,2/9/19,Saturday,Stranger Things,1,5,18,,0,1,,,
37160,2/12/19,Tuesday,Stranger Things,2,4,25,Female,0,1,,,
15199,2/11/19,Monday,Stranger Things,2,8,58,Male,1,0,,,
14569,2/9/19,Saturday,Stranger Things,1,8,39,Male,1,1,,,
3182,2/11/19,Monday,Stranger Things,1,6,55,Male,1,0,,,
117457,2/9/19,Saturday,Stranger Things,2,7,23,Male,0,0,,,
52582,2/12/19,Tuesday,Stranger Things,2,10,47,Male,1,0,,,
123200,2/9/19,Saturday,Stranger Things,2,8,41,Female,1,1,,,
36971,2/10/19,Sunday,Stranger Things,1,3,60,Female,1,0,,,
104817,2/11/19,Monday,Stranger Things,2,10,10,Male,0,0,,,
13232,2/11/19,Monday,Stranger Things,2,3,48,Female,1,0,,,
82081,2/9/19,Saturday,Stranger Things,2,6,36,,1,0,,,
370,2/9/19,Saturday,Stranger Things,2,3,15,Male,0,1,,,
62929,2/10/19,Sunday,Stranger Things,1,3,59,Male,1,0,,,
89795,2/12/19,Tuesday,Stranger Things,2,2,53,Female,1,0,,,
78966,2/12/19,Tuesday,Stranger Things,2,2,41,Male,1,1,,,
116661,2/9/19,Saturday,Stranger Things,1,5,30,Male,1,1,,,
101517,2/10/19,Sunday,Stranger Things,2,6,24,Male,0,0,,,
13042,2/9/19,Saturday,Stranger Things,1,8,31,Male,1,0,,,
2102,2/12/19,Tuesday,Stranger Things,2,8,39,Male,1,1,,,
34886,2/12/19,Tuesday,Stranger Things,2,8,1,Male,0,0,,,
71546,2/12/19,Tuesday,Stranger Things,2,9,52,Female,1,0,,,
47881,2/11/19,Monday,Stranger Things,2,7,11,Female,0,1,,,
101398,2/11/19,Monday,Stranger Things,1,4,12,Male,0,0,,,
24288,2/10/19,Sunday,Stranger Things,2,8,45,,1,0,,,
89235,2/12/19,Tuesday,Stranger Things,1,1,53,Female,1,0,,,
113604,2/10/19,Sunday,Stranger Things,2,4,29,Female,0,1,,,
88405,2/12/19,Tuesday,Stranger Things,2,2,19,Male,0,0,,,
42598,2/9/19,Saturday,Stranger Things,1,6,57,Male,1,0,,,
111922,2/11/19,Monday,Stranger Things,1,7,37,Female,1,1,,,
52923,2/9/19,Saturday,Stranger Things,1,6,59,Male,1,0,,,
35640,2/12/19,Tuesday,Stranger Things,2,10,4,Female,0,1,,,
14851,2/12/19,Tuesday,Stranger Things,1,2,47,Male,1,1,,,
119241,2/11/19,Monday,Stranger Things,1,9,34,Female,1,1,,,
59256,2/9/19,Saturday,Stranger Things,1,5,35,Male,1,1,,,
110633,2/12/19,Tuesday,Stranger Things,1,9,50,Female,1,1,,,
110960,2/12/19,Tuesday,Stranger Things,2,1,59,Male,1,1,,,
90553,2/9/19,Saturday,Stranger Things,1,9,40,Male,1,0,,,
47365,2/12/19,Tuesday,Stranger Things,2,6,42,,1,1,,,
36600,2/9/19,Saturday,Stranger Things,1,2,60,Female,1,1,,,
109556,2/11/19,Monday,Stranger Things,1,8,58,Female,1,1,,,
32469,2/9/19,Saturday,Stranger Things,2,2,13,Male,0,0,,,
49625,2/12/19,Tuesday,Stranger Things,2,7,16,Male,0,1,,,
110235,2/11/19,Monday,Stranger Things,1,7,44,Female,1,0,,,
115857,2/12/19,Tuesday,Stranger Things,2,9,11,Male,0,1,,,
109796,2/9/19,Saturday,Stranger Things,2,8,51,Male,1,1,,,
68782,2/11/19,Monday,Stranger Things,2,1,58,Female,1,1,,,
38587,2/12/19,Tuesday,Stranger Things,1,9,28,Male,0,0,,,
41628,2/12/19,Tuesday,Stranger Things,1,6,11,Female,0,0,,,
91007,2/9/19,Saturday,Stranger Things,1,6,58,Female,1,0,,,
1472,2/11/19,Monday,Stranger Things,1,6,46,Female,1,1,,,
73426,2/11/19,Monday,Stranger Things,1,1,18,Male,0,0,,,
56953,2/12/19,Tuesday,Stranger Things,1,7,28,Male,0,1,,,
3927,2/9/19,Saturday,Stranger Things,2,5,4,Male,0,0,,,
75411,2/9/19,Saturday,Stranger Things,1,3,59,Female,1,0,,,
36551,2/10/19,Sunday,Stranger Things,2,7,12,Female,0,1,,,
113158,2/11/19,Monday,Stranger Things,2,6,19,Male,0,0,,,
15691,2/9/19,Saturday,Stranger Things,2,1,31,Male,1,0,,,
100024,2/10/19,Sunday,Stranger Things,1,6,38,Female,1,0,,,
87844,2/10/19,Sunday,Stranger Things,2,4,55,Male,1,0,,,
88281,2/10/19,Sunday,Stranger Things,2,6,36,Female,1,0,,,
34526,2/9/19,Saturday,Stranger Things,2,2,6,Female,0,1,,,
30412,2/10/19,Sunday,Stranger Things,2,1,40,Male,1,1,,,
104094,2/9/19,Saturday,Stranger Things,2,7,39,Female,1,0,,,
51959,2/9/19,Saturday,Stranger Things,2,4,55,Female,1,1,,,
71145,2/11/19,Monday,Stranger Things,2,4,36,Female,1,0,,,
87935,2/9/19,Saturday,Stranger Things,2,1,23,Female,0,1,,,
26925,2/9/19,Saturday,Stranger Things,2,9,49,Female,1,1,,,
62509,2/11/19,Monday,Stranger Things,2,6,25,Female,0,0,,,
17341,2/9/19,Saturday,Stranger Things,2,6,21,Male,0,1,,,
7002,2/11/19,Monday,Stranger Things,1,4,38,Male,1,1,,,
54951,2/9/19,Saturday,Stranger Things,2,3,14,Male,0,1,,,
118919,2/10/19,Sunday,Stranger Things,1,5,43,Female,1,0,,,
78347,2/12/19,Tuesday,Stranger Things,1,3,4,Male,0,1,,,
120929,2/11/19,Monday,Stranger Things,2,8,20,Male,0,1,,,
15058,2/12/19,Tuesday,Stranger Things,1,8,37,Female,1,1,,,
95327,2/12/19,Tuesday,Stranger Things,2,10,54,Male,1,0,,,
689,2/12/19,Tuesday,Stranger Things,1,1,53,Female,1,1,,,
114735,2/11/19,Monday,Stranger Things,2,7,44,Female,1,0,,,
28431,2/9/19,Saturday,Stranger Things,1,10,55,Male,1,0,,,
32134,2/12/19,Tuesday,Stranger Things,1,9,30,Male,1,1,,,
51315,2/11/19,Monday,Stranger Things,2,9,32,Female,1,1,,,
124357,2/10/19,Sunday,Stranger Things,1,1,44,Male,1,0,,,
121801,2/12/19,Tuesday,Stranger Things,2,2,14,Female,0,1,,,
102129,2/10/19,Sunday,Stranger Things,2,4,8,Female,0,1,,,
30125,2/9/19,Saturday,Stranger Things,2,5,27,Female,0,1,,,
122433,2/11/19,Monday,Stranger Things,1,4,2,Male,0,0,,,
41954,2/9/19,Saturday,Stranger Things,2,1,32,Female,1,1,,,
89146,2/9/19,Saturday,Stranger Things,1,10,53,Female,1,0,,,
90806,2/9/19,Saturday,Stranger Things,2,9,49,Male,1,1,,,
84000,2/12/19,Tuesday,Stranger Things,2,3,53,Female,1,0,,,
24380,2/11/19,Monday,Stranger Things,2,8,15,Female,0,0,,,
47145,2/9/19,Saturday,Stranger Things,1,5,43,Female,1,0,,,
113142,2/12/19,Tuesday,Stranger Things,1,6,10,Male,0,0,,,
35673,2/12/19,Tuesday,Stranger Things,2,7,3,Male,0,1,,,
70856,2/12/19,Tuesday,Stranger Things,2,9,34,Male,1,1,,,
33791,2/11/19,Monday,Stranger Things,1,8,8,Male,0,1,,,
123103,2/11/19,Monday,Stranger Things,2,10,22,Female,0,1,,,
99199,2/9/19,Saturday,Stranger Things,2,1,25,Female,0,0,,,
90077,2/10/19,Sunday,Stranger Things,2,4,13,Male,0,0,,,
80801,2/10/19,Sunday,Stranger Things,2,10,35,Female,1,0,,,
32189,2/9/19,Saturday,Friends,8,8,7,Female,0,0,,,
62952,2/9/19,Saturday,Friends,3,3,9,Female,0,0,,,
49042,2/10/19,Sunday,Friends,6,8,19,Male,0,1,,,
38942,2/10/19,Sunday,Friends,4,2,27,Male,0,0,,,
18877,2/10/19,Sunday,Friends,2,8,4,Male,0,1,,,
31761,2/12/19,Tuesday,Friends,7,6,7,Female,0,0,,,
65370,2/11/19,Monday,Friends,5,6,19,Female,0,0,,,
98238,2/11/19,Monday,Friends,6,1,3,Male,0,1,,,
52070,2/12/19,Tuesday,Friends,6,3,14,Female,0,0,,,
98135,2/9/19,Saturday,Friends,10,1,11,Female,0,0,,,
101510,2/9/19,Saturday,Friends,3,2,28,Male,0,0,,,
20483,2/11/19,Monday,Friends,5,8,28,Female,0,0,,,
32935,2/12/19,Tuesday,Friends,1,1,4,Male,0,1,,,
72431,2/12/19,Tuesday,Friends,3,9,5,Male,0,0,,,
80898,2/12/19,Tuesday,Friends,2,6,30,Male,1,0,,,
73765,2/9/19,Saturday,Friends,2,4,19,Female,0,0,,,
122518,2/11/19,Monday,Friends,2,3,13,Male,0,0,,,
121766,2/12/19,Tuesday,Friends,2,8,14,Female,0,1,,,
98140,2/10/19,Sunday,Friends,3,7,10,Female,0,1,,,
109864,2/9/19,Saturday,Friends,7,7,21,Female,0,1,,,
32221,2/11/19,Monday,Friends,8,4,25,Male,0,0,,,
110071,2/9/19,Saturday,Friends,4,5,26,Male,0,1,,,
68630,2/12/19,Tuesday,Friends,9,3,8,Female,0,1,,,
76352,2/10/19,Sunday,Friends,6,4,2,Female,0,0,,,
49466,2/9/19,Saturday,Friends,6,8,6,Male,0,1,,,
69676,2/9/19,Saturday,Friends,8,3,1,Female,0,0,,,
14775,2/10/19,Sunday,Friends,3,8,11,Female,0,1,,,
63846,2/9/19,Saturday,Friends,7,6,28,Female,0,0,,,
96591,2/10/19,Sunday,Friends,1,6,17,Male,0,0,,,
40092,2/9/19,Saturday,Friends,4,6,28,Female,0,1,,,
32593,2/10/19,Sunday,Friends,1,8,8,Male,0,0,,,
70967,2/12/19,Tuesday,Friends,9,10,18,Male,0,1,,,
86582,2/10/19,Sunday,Friends,9,1,18,Female,0,1,,,
66060,2/12/19,Tuesday,Friends,4,2,9,Female,0,1,,,
73488,2/12/19,Tuesday,Friends,3,6,19,Male,0,1,,,
110951,2/10/19,Sunday,Friends,2,5,9,Female,0,1,,,
73191,2/10/19,Sunday,Friends,7,5,10,Female,0,0,,,
32671,2/10/19,Sunday,Friends,5,1,13,Female,0,0,,,
39410,2/9/19,Saturday,Friends,7,1,30,Male,1,0,,,
23247,2/9/19,Saturday,Friends,10,4,9,Female,0,1,,,
67017,2/10/19,Sunday,Friends,9,5,21,Male,0,0,,,
11929,2/12/19,Tuesday,Friends,7,4,23,Female,0,0,,,
25260,2/9/19,Saturday,Friends,8,3,3,Female,0,1,,,
113755,2/11/19,Monday,Friends,2,9,7,Male,0,0,,,
114897,2/12/19,Tuesday,Friends,8,6,13,Male,0,0,,,
114331,2/9/19,Saturday,Friends,6,7,28,Female,0,1,,,
115221,2/12/19,Tuesday,Friends,3,3,10,Male,0,0,,,
56813,2/11/19,Monday,Friends,6,4,24,Female,0,1,,,
41309,2/10/19,Sunday,Friends,1,3,4,Female,0,1,,,
76445,2/12/19,Tuesday,Friends,10,8,18,Female,0,1,,,
11499,2/9/19,Saturday,Friends,7,10,2,Female,0,1,,,
11092,2/10/19,Sunday,Friends,8,8,17,Female,0,0,,,
87735,2/11/19,Monday,Friends,1,1,15,Female,0,1,,,
43563,2/11/19,Monday,Friends,9,9,16,Female,0,1,,,
6372,2/12/19,Tuesday,Friends,6,7,11,Male,0,0,,,
10986,2/9/19,Saturday,Friends,6,9,15,Female,0,1,,,
5687,2/11/19,Monday,Friends,6,4,25,Male,0,0,,,
81952,2/9/19,Saturday,Friends,5,7,11,Female,0,1,,,
50741,2/10/19,Sunday,Friends,6,6,9,Male,0,1,,,
59458,2/10/19,Sunday,Friends,4,9,10,Male,0,1,,,
105047,2/10/19,Sunday,Friends,2,5,10,Male,0,1,,,
31879,2/10/19,Sunday,Friends,4,1,2,Female,0,1,,,
118100,2/9/19,Saturday,Friends,7,1,21,Female,0,1,,,
60131,2/9/19,Saturday,Friends,10,10,25,Female,0,0,,,
83191,2/10/19,Sunday,Friends,10,10,10,Female,0,1,,,
69969,2/11/19,Monday,Friends,2,2,10,Female,0,0,,,
17401,2/12/19,Tuesday,Friends,3,10,30,Female,1,0,,,
9224,2/9/19,Saturday,Friends,2,3,20,Female,0,0,,,
47992,2/11/19,Monday,Friends,7,10,20,Male,0,0,,,
86699,2/12/19,Tuesday,Friends,6,1,5,Male,0,0,,,
81372,2/11/19,Monday,Friends,5,7,5,Female,0,0,,,
3209,2/12/19,Tuesday,Friends,2,6,12,Female,0,1,,,
103873,2/11/19,Monday,Friends,2,5,10,Female,0,0,,,
43923,2/11/19,Monday,Friends,4,6,10,Male,0,1,,,
99561,2/9/19,Saturday,Friends,3,6,25,Male,0,1,,,
46234,2/9/19,Saturday,Friends,6,9,2,Female,0,1,,,
102477,2/11/19,Monday,Friends,9,8,21,Male,0,0,,,
29850,2/10/19,Sunday,Friends,9,4,11,Male,0,0,,,
58470,2/12/19,Tuesday,Friends,5,5,20,Male,0,1,,,
20816,2/9/19,Saturday,Friends,8,7,29,Female,0,1,,,
69131,2/9/19,Saturday,Friends,6,10,22,Male,0,1,,,
67378,2/12/19,Tuesday,Friends,8,6,20,Female,0,0,,,
47692,2/12/19,Tuesday,Friends,2,6,5,Male,0,0,,,
80020,2/10/19,Sunday,Friends,5,5,7,Male,0,1,,,
108759,2/12/19,Tuesday,Friends,5,9,23,Female,0,1,,,
93874,2/10/19,Sunday,Friends,7,6,26,Male,0,1,,,
58592,2/10/19,Sunday,Friends,6,3,2,Male,0,1,,,
71009,2/12/19,Tuesday,Friends,2,7,17,Male,0,1,,,
112311,2/11/19,Monday,Friends,10,4,5,Female,0,0,,,
64575,2/12/19,Tuesday,Friends,9,2,4,Male,0,1,,,
118128,2/10/19,Sunday,Friends,5,4,27,Male,0,0,,,
123832,2/11/19,Monday,Friends,8,8,3,Male,0,0,,,
14012,2/12/19,Tuesday,Friends,1,2,17,Male,0,1,,,
17376,2/12/19,Tuesday,Friends,4,1,6,Female,0,0,,,
61486,2/12/19,Tuesday,Friends,2,5,26,Male,0,0,,,
39426,2/10/19,Sunday,Friends,8,5,6,Male,0,0,,,
82839,2/9/19,Saturday,Friends,1,4,27,Female,0,0,,,
66570,2/11/19,Monday,Friends,4,6,6,Male,0,1,,,
13961,2/11/19,Monday,Friends,7,5,17,Female,0,0,,,
13344,2/12/19,Tuesday,Friends,1,2,4,Female,0,0,,,
96392,2/11/19,Monday,Friends,2,10,11,Male,0,1,,,
9931,2/11/19,Monday,Friends,9,5,7,Female,0,1,,,
94677,2/12/19,Tuesday,Friends,9,7,29,Male,0,1,,,
107096,2/10/19,Sunday,Friends,1,10,24,Female,0,0,,,
42485,2/11/19,Monday,Friends,5,1,11,Male,0,1,,,
69088,2/12/19,Tuesday,Friends,1,8,18,Female,0,1,,,
58747,2/9/19,Saturday,Friends,3,4,21,Male,0,1,,,
26535,2/11/19,Monday,Friends,2,9,22,Female,0,0,,,
70352,2/11/19,Monday,Friends,1,2,19,Female,0,1,,,
18090,2/10/19,Sunday,Friends,10,2,29,Female,0,0,,,
122193,2/11/19,Monday,Friends,10,3,2,Female,0,0,,,
99672,2/10/19,Sunday,Friends,1,7,7,Male,0,0,,,
26705,2/12/19,Tuesday,Friends,1,1,4,Female,0,0,,,
6697,2/12/19,Tuesday,Friends,4,3,27,Female,0,0,,,
53754,2/10/19,Sunday,Friends,6,1,21,Male,0,1,,,
39509,2/11/19,Monday,Friends,2,1,24,Female,0,0,,,
67193,2/12/19,Tuesday,Friends,10,10,5,Male,0,0,,,
45849,2/10/19,Sunday,Friends,4,9,22,Male,0,1,,,
19326,2/10/19,Sunday,Friends,9,5,11,Male,0,1,,,
49886,2/11/19,Monday,Friends,7,5,3,Female,0,1,,,
30034,2/10/19,Sunday,Friends,3,4,9,Male,0,0,,,
116141,2/12/19,Tuesday,Friends,6,7,9,Male,0,1,,,
121638,2/10/19,Sunday,Friends,5,7,14,Female,0,0,,,
90445,2/11/19,Monday,Friends,1,3,20,Female,0,1,,,
21033,2/11/19,Monday,Friends,10,2,6,Male,0,0,,,
54324,2/11/19,Monday,Friends,1,7,3,Male,0,1,,,
107808,2/12/19,Tuesday,Friends,10,9,3,Male,0,1,,,
92116,2/12/19,Tuesday,Friends,10,1,19,Female,0,1,,,
98099,2/9/19,Saturday,Friends,2,6,21,Male,0,0,,,
53298,2/9/19,Saturday,Friends,3,10,11,Male,0,0,,,
98894,2/9/19,Saturday,Friends,1,8,17,Male,0,0,,,
10146,2/11/19,Monday,Friends,3,6,22,Female,0,0,,,
13680,2/9/19,Saturday,Friends,6,8,1,Male,0,1,,,
84895,2/10/19,Sunday,Friends,10,8,7,Female,0,1,,,
105383,2/11/19,Monday,Friends,5,10,18,Female,0,0,,,
94222,2/10/19,Sunday,Friends,2,8,9,Female,0,1,,,
12361,2/9/19,Saturday,Friends,7,6,10,Male,0,1,,,
87421,2/11/19,Monday,Friends,7,1,11,Male,0,0,,,
98679,2/12/19,Tuesday,Friends,4,9,22,Female,0,0,,,
40633,2/10/19,Sunday,Friends,4,1,25,Male,0,0,,,
35982,2/9/19,Saturday,Friends,4,8,23,Male,0,1,,,
116893,2/10/19,Sunday,Friends,4,1,8,Male,0,0,,,
118781,2/12/19,Tuesday,Friends,9,9,13,Male,0,1,,,
96082,2/12/19,Tuesday,Friends,1,3,9,Female,0,0,,,
12685,2/11/19,Monday,Friends,2,1,25,Female,0,1,,,
73421,2/9/19,Saturday,Friends,7,1,14,Female,0,1,,,
107135,2/10/19,Sunday,Friends,1,2,15,Female,0,1,,,
74584,2/9/19,Saturday,Friends,1,9,18,Male,0,1,,,
63685,2/12/19,Tuesday,Friends,4,3,25,Female,0,1,,,
79878,2/10/19,Sunday,Friends,6,6,1,Female,0,1,,,
117963,2/11/19,Monday,Friends,5,1,2,Female,0,1,,,
118782,2/10/19,Sunday,Friends,6,5,26,Male,0,1,,,
29912,2/10/19,Sunday,Friends,7,4,26,Male,0,1,,,
96919,2/10/19,Sunday,Friends,5,4,26,Female,0,1,,,
41692,2/11/19,Monday,Friends,1,10,6,Female,0,0,,,
41718,2/11/19,Monday,Friends,8,10,1,Female,0,0,,,
61570,2/10/19,Sunday,Friends,3,5,9,Female,0,1,,,
10608,2/12/19,Tuesday,Friends,8,6,12,Female,0,1,,,
24219,2/10/19,Sunday,Friends,9,7,13,Male,0,1,,,
72567,2/9/19,Saturday,Friends,10,2,19,Male,0,1,,,
73495,2/9/19,Saturday,Friends,8,10,8,Female,0,1,,,
18591,2/11/19,Monday,Friends,3,5,30,Female,1,0,,,
38085,2/10/19,Sunday,Friends,6,2,27,Male,0,0,,,
49601,2/12/19,Tuesday,Friends,10,2,1,Male,0,0,,,
3550,2/9/19,Saturday,Friends,4,5,5,Female,0,0,,,
65748,2/11/19,Monday,Friends,10,9,11,Female,0,1,,,
51485,2/12/19,Tuesday,Friends,10,3,5,Male,0,0,,,
61311,2/9/19,Saturday,Friends,6,6,1,Male,0,0,,,
47224,2/10/19,Sunday,Friends,2,9,12,Female,0,1,,,
108804,2/9/19,Saturday,Friends,7,6,16,Male,0,0,,,
112252,2/12/19,Tuesday,Friends,1,6,8,Female,0,0,,,
4525,2/9/19,Saturday,Friends,8,6,5,Male,0,1,,,
46759,2/10/19,Sunday,Friends,5,9,8,Male,0,0,,,
86726,2/11/19,Monday,Friends,7,8,5,Female,0,1,,,
103326,2/10/19,Sunday,Friends,5,7,11,Male,0,1,,,
118679,2/12/19,Tuesday,Friends,8,9,22,Female,0,1,,,
60787,2/9/19,Saturday,Friends,6,7,14,Female,0,1,,,
41518,2/10/19,Sunday,Friends,5,4,29,Male,0,1,,,
53505,2/10/19,Sunday,Friends,10,10,5,Female,0,0,,,
90378,2/11/19,Monday,Friends,7,3,13,Female,0,0,,,
98506,2/12/19,Tuesday,Friends,3,6,21,Male,0,1,,,
95968,2/12/19,Tuesday,Friends,4,8,23,Male,0,1,,,
68962,2/9/19,Saturday,Friends,8,5,14,Male,0,1,,,
18096,2/12/19,Tuesday,Friends,1,2,23,Male,0,0,,,
924,2/11/19,Monday,Friends,10,1,16,Male,0,1,,,
96492,2/10/19,Sunday,Friends,9,6,11,Female,0,1,,,
118126,2/10/19,Sunday,Friends,2,9,21,Female,0,0,,,
46317,2/9/19,Saturday,Friends,1,8,7,Female,0,0,,,
10801,2/12/19,Tuesday,Friends,1,7,17,Male,0,0,,,
59165,2/12/19,Tuesday,Friends,10,1,26,Male,0,0,,,
102378,2/12/19,Tuesday,Friends,3,1,11,Female,0,0,,,
97304,2/11/19,Monday,Friends,9,8,8,Male,0,0,,,
94659,2/12/19,Tuesday,Friends,6,3,29,Male,0,1,,,
79279,2/12/19,Tuesday,Friends,6,2,24,Female,0,0,,,
31313,2/10/19,Sunday,Friends,5,6,18,Female,0,1,,,
18253,2/11/19,Monday,Friends,1,10,4,Female,0,1,,,
52574,2/10/19,Sunday,Friends,8,1,20,Male,0,1,,,
73573,2/9/19,Saturday,Friends,1,4,27,Male,0,1,,,
97248,2/9/19,Saturday,Friends,10,6,1,Male,0,0,,,
95514,2/9/19,Saturday,Friends,9,1,5,Male,0,1,,,
531,2/9/19,Saturday,Friends,5,5,23,Female,0,0,,,
41727,2/10/19,Sunday,Friends,9,6,26,Male,0,0,,,
123495,2/12/19,Tuesday,Friends,6,1,13,,0,0,,,
99391,2/12/19,Tuesday,Friends,8,7,24,,0,0,,,
44456,2/11/19,Monday,Friends,9,5,2,,0,1,,,
63825,2/12/19,Tuesday,Friends,6,2,20,,0,0,,,
84736,2/11/19,Monday,Friends,9,1,11,,0,0,,,
41223,2/12/19,Tuesday,Friends,8,2,9,,0,0,,,
109963,2/10/19,Sunday,Friends,6,3,27,,0,0,,,
87988,2/12/19,Tuesday,Friends,2,10,9,,0,0,,,
104926,2/11/19,Monday,Friends,3,7,7,,0,0,,,
44099,2/10/19,Sunday,Friends,10,1,17,Male,0,1,,,
