Donate ID,Donate Date,Gender,Deposit Amount,Preferred Color of Device,Ice Cream Products Consumed Per Week,Favorite Flavor Of Ice Cream,Donated To Kick Starter Before,Household Income,Do you own a Keurig,How many desserts do you eat a week
2599,02-07-19,male,100,blue,1,swirl,no,,yes,2
2600,02-07-19,female,100,blue,3,specialty,yes,<100K,yes,5
2601,02-07-19,male,100,no preference,3,vanilla,no,,yes,5
2602,02-07-19,male,100,blue,2,vanilla,no,,yes,3
2603,02-07-19,male,100,silver,9,swirl,no,,yes,8
2604,02-07-19,male,100,blue,6,swirl,yes,,yes,10
2605,02-07-19,male,100,white,9,vanilla,no,,yes,4
2606,02-07-19,male,100,red,10,specialty,yes,,yes,3
2607,02-07-19,male,100,blue,8,no preference,yes,,yes,10
2608,02-07-19,male,100,blue,2,no preference,no,,yes,9
2609,02-07-19,male,100,blue,1,swirl,no,,yes,6
2610,02-07-19,male,100,no preference,8,specialty,no,,yes,4
2611,02-07-19,female,100,silver,10,chocolate,yes,<100K,yes,7
2612,02-07-19,female,100,red,7,specialty,no,<100K,yes,2
2613,02-07-19,male,100,red,8,vanilla,yes,,yes,2
2614,02-07-19,male,100,silver,5,specialty,no,,yes,6
2615,02-07-19,male,100,silver,0,specialty,no,,yes,7
2616,02-07-19,male,100,blue,9,swirl,no,,yes,10
2617,02-07-19,male,100,white,0,chocolate,yes,,yes,3
2618,02-07-19,male,100,red,5,no preference,yes,,yes,2
2619,02-07-19,male,100,no preference,5,no preference,yes,,yes,4
2620,02-07-19,male,100,silver,5,swirl,yes,,yes,9
2621,02-07-19,female,100,black,4,chocolate,no,<100K,yes,4
2622,02-07-19,male,100,white,9,no preference,yes,,yes,4
2623,02-07-19,male,100,black,1,no preference,no,,yes,1
2624,02-07-19,female,100,no preference,1,vanilla,no,<100K,yes,7
2625,02-07-19,female,100,blue,6,swirl,yes,<100K,yes,4
2626,02-07-19,male,100,white,8,swirl,no,,yes,5
2627,02-07-19,male,100,silver,6,chocolate,no,,yes,8
2628,02-07-19,female,100,black,10,chocolate,no,<100K,yes,5
2629,02-07-19,male,100,white,1,no preference,no,,yes,6
2630,02-07-19,male,100,red,9,no preference,yes,,yes,9
2631,02-07-19,female,100,white,9,specialty,no,<100K,yes,6
2632,02-07-19,male,100,blue,8,specialty,no,,yes,1
2633,02-07-19,male,100,white,6,no preference,yes,,yes,3
2634,02-07-19,male,100,black,5,swirl,no,,yes,6
2635,02-07-19,female,100,no preference,8,chocolate,no,<100K,yes,5
2636,02-07-19,male,100,blue,7,vanilla,no,,yes,5
2637,02-07-19,male,100,blue,7,vanilla,yes,,yes,1
2638,02-07-19,male,100,blue,10,vanilla,no,,yes,2
2639,02-07-19,male,100,no preference,0,swirl,yes,,yes,10
2640,02-07-19,male,100,no preference,7,chocolate,no,,yes,4
2641,02-07-19,female,100,no preference,7,vanilla,yes,<100K,yes,4
2642,02-07-19,male,100,blue,7,vanilla,no,,yes,3
2643,02-07-19,male,100,blue,8,specialty,yes,,yes,4
2644,02-07-19,male,100,no preference,6,swirl,no,,yes,6
2645,02-07-19,female,100,red,3,chocolate,no,<100K,yes,9
2646,02-07-19,male,100,white,3,no preference,yes,,yes,1
2647,02-07-19,female,100,blue,1,swirl,yes,<100K,yes,5
2648,02-07-19,male,100,no preference,0,no preference,yes,,yes,9
2649,02-07-19,female,100,blue,10,chocolate,yes,<100K,yes,10
2650,02-07-19,male,100,black,5,chocolate,yes,,yes,7
2651,02-07-19,male,100,white,9,no preference,no,,yes,2
2652,02-07-19,female,100,black,0,no preference,yes,<100K,yes,8
2653,02-07-19,female,100,black,5,no preference,no,<100K,yes,7
2654,02-07-19,male,100,black,2,specialty,yes,,yes,8
2655,02-07-19,male,100,blue,8,no preference,no,,yes,2
2656,02-07-19,male,100,white,2,specialty,no,,yes,4
2657,02-07-19,female,100,black,6,specialty,yes,<100K,yes,9
2658,02-07-19,male,100,black,1,swirl,no,,yes,4
2659,02-07-19,female,100,no preference,0,specialty,yes,<100K,yes,4
2660,02-07-19,female,100,no preference,6,vanilla,no,<100K,yes,9
2661,02-07-19,female,100,blue,1,specialty,no,<100K,yes,4
2662,02-07-19,male,100,blue,1,no preference,no,,yes,2
2663,02-07-19,male,100,no preference,5,chocolate,yes,,yes,8
2664,02-07-19,male,100,black,1,vanilla,no,,yes,4
2665,02-07-19,female,100,silver,7,specialty,no,<100K,yes,8
2666,02-07-19,male,100,black,5,chocolate,yes,,yes,8
2667,02-07-19,male,100,no preference,7,swirl,no,,yes,4
2668,02-07-19,female,100,no preference,8,specialty,yes,<100K,yes,3
2669,02-07-19,male,100,silver,7,swirl,yes,,yes,10
2670,02-07-19,male,100,blue,7,vanilla,no,,yes,8
2671,02-07-19,female,100,white,0,vanilla,yes,<100K,yes,3
2672,02-07-19,female,100,blue,1,vanilla,no,<100K,yes,8
2673,02-07-19,female,100,blue,6,swirl,no,<100K,yes,9
2674,02-07-19,female,100,black,9,chocolate,no,<100K,yes,4
2675,02-07-19,female,100,no preference,9,specialty,no,<100K,yes,2
2676,02-07-19,female,100,black,7,swirl,no,<100K,yes,5
2677,02-07-19,male,100,black,3,specialty,yes,,yes,1
2678,02-07-19,female,100,red,0,chocolate,yes,<100K,yes,7
2679,02-07-19,male,100,black,2,vanilla,no,,yes,9
2680,02-07-19,male,100,silver,6,swirl,no,,yes,9
2681,02-07-19,male,100,no preference,0,swirl,yes,,yes,5
2682,02-07-19,male,100,silver,8,specialty,no,,yes,7
2683,02-07-19,male,100,red,7,swirl,no,,yes,4
2684,02-07-19,male,100,blue,7,vanilla,yes,,yes,4
2685,02-07-19,female,100,red,9,specialty,yes,<100K,yes,2
2686,02-07-19,female,100,silver,0,specialty,yes,<100K,yes,9
2687,02-07-19,male,100,blue,10,swirl,yes,,yes,8
2688,02-07-19,male,100,silver,4,no preference,no,,yes,1
2689,02-07-19,male,100,white,1,swirl,no,,yes,3
2690,02-07-19,male,100,white,5,vanilla,yes,,yes,5
2691,02-07-19,male,100,blue,10,specialty,yes,,yes,7
2692,02-07-19,female,100,black,2,swirl,yes,<100K,yes,4
2693,02-07-19,male,100,white,8,no preference,no,,yes,10
2694,02-07-19,male,100,blue,1,vanilla,yes,,yes,2
2695,02-07-19,female,100,red,4,vanilla,yes,<100K,yes,9
2696,02-07-19,female,100,silver,9,chocolate,yes,<100K,yes,3
2697,02-07-19,male,100,black,9,swirl,no,,yes,5
2698,02-07-19,male,100,white,1,swirl,yes,,yes,9
2699,02-07-19,male,100,red,1,specialty,yes,,yes,2
2700,02-07-19,male,100,white,4,vanilla,no,,yes,5
2701,02-07-19,male,100,no preference,10,swirl,no,,yes,9
2702,02-07-19,female,100,black,8,no preference,no,<100K,yes,8
2703,02-07-19,male,100,no preference,8,chocolate,no,,yes,3
2704,02-07-19,male,100,silver,9,swirl,yes,,yes,6
2705,02-07-19,female,100,white,5,swirl,yes,<100K,yes,4
2706,02-07-19,male,100,silver,5,specialty,yes,,yes,1
2707,02-07-19,female,100,red,10,specialty,no,<100K,yes,6
2708,02-07-19,male,100,blue,4,no preference,yes,,yes,5
2709,02-07-19,male,100,blue,0,vanilla,yes,,yes,5
2710,02-07-19,female,100,black,10,chocolate,no,<100K,yes,9
2711,02-07-19,male,100,black,8,no preference,no,,yes,2
2712,02-07-19,male,100,silver,1,vanilla,no,,yes,5
2713,02-07-19,male,100,blue,1,swirl,yes,,yes,1
2714,02-07-19,female,100,white,0,chocolate,yes,<100K,yes,8
2715,02-07-19,male,100,no preference,4,no preference,no,,yes,4
2716,02-07-19,male,100,silver,4,swirl,no,,yes,2
2717,02-07-19,female,100,red,0,chocolate,yes,<100K,yes,9
2718,02-07-19,female,100,silver,6,chocolate,yes,<100K,yes,5
2719,02-07-19,female,100,blue,9,vanilla,yes,<100K,yes,7
2720,02-07-19,male,100,red,7,swirl,yes,,yes,10
2721,02-07-19,male,100,no preference,6,chocolate,no,,yes,8
2722,02-07-19,male,100,white,0,chocolate,no,,yes,5
2723,02-07-19,male,100,black,9,swirl,no,,yes,5
2724,02-07-19,male,100,white,1,swirl,no,,yes,10
2725,02-07-19,male,100,no preference,9,no preference,yes,,yes,7
2726,02-07-19,male,100,black,7,specialty,no,,yes,6
2727,02-07-19,male,100,black,5,specialty,yes,,yes,4
2728,02-07-19,male,100,no preference,10,chocolate,no,,yes,6
2729,02-07-19,male,100,red,0,specialty,no,,yes,3
2730,02-07-19,male,100,silver,10,swirl,no,,yes,3
2731,02-07-19,male,100,black,3,no preference,yes,,yes,7
2732,02-07-19,female,100,no preference,3,chocolate,no,<100K,yes,8
2733,02-07-19,female,100,blue,10,chocolate,yes,<100K,yes,8
2734,02-07-19,male,100,no preference,6,chocolate,no,,yes,3
2735,02-07-19,male,100,white,9,specialty,yes,,yes,9
2736,02-07-19,male,100,black,3,swirl,yes,,yes,3
2737,02-07-19,male,100,blue,1,swirl,yes,,yes,5
2738,02-07-19,male,100,white,0,chocolate,yes,,yes,7
2739,02-07-19,female,100,blue,9,chocolate,yes,<100K,yes,7
2740,02-07-19,female,100,blue,0,no preference,no,<100K,yes,9
2741,02-07-19,male,100,no preference,4,swirl,yes,,yes,6
2742,02-07-19,female,100,white,6,no preference,no,<100K,yes,9
2743,02-07-19,male,100,white,2,specialty,yes,,yes,7
2744,02-07-19,male,100,no preference,3,vanilla,yes,,yes,6
2745,02-07-19,female,100,white,8,chocolate,no,<100K,yes,6
2746,02-07-19,male,100,black,0,swirl,yes,,yes,9
2747,02-07-19,male,100,white,5,chocolate,no,,yes,9
2748,02-07-19,female,100,silver,4,chocolate,no,<100K,yes,8
2749,02-07-19,female,100,white,7,chocolate,no,<100K,yes,3
2750,02-07-19,female,100,silver,5,vanilla,no,<100K,yes,6
2751,02-07-19,male,100,black,4,swirl,no,,yes,1
2752,02-07-19,male,100,white,10,specialty,yes,,yes,9
2753,02-07-19,male,100,silver,6,no preference,yes,,yes,10
2754,02-07-19,male,100,black,2,no preference,no,,yes,10
2755,02-07-19,female,100,blue,1,specialty,no,<100K,yes,9
2756,02-07-19,male,100,blue,8,vanilla,no,,yes,1
2757,02-07-19,male,100,white,3,chocolate,yes,,yes,6
2758,02-07-19,female,100,silver,5,specialty,no,<100K,yes,1
2759,02-07-19,male,100,blue,6,vanilla,yes,,yes,10
2760,02-07-19,male,100,silver,5,no preference,no,,yes,10
2761,02-07-19,male,100,white,5,vanilla,yes,,yes,9
2762,02-07-19,male,100,red,6,no preference,yes,,yes,6
2763,02-07-19,female,100,silver,5,specialty,yes,<100K,yes,6
2764,02-07-19,male,100,white,7,swirl,no,,yes,8
2765,02-07-19,male,100,red,2,specialty,yes,,yes,1
2766,02-07-19,female,100,no preference,5,vanilla,yes,<100K,yes,10
2767,02-07-19,male,100,white,9,specialty,yes,,yes,5
2768,02-07-19,male,100,silver,8,vanilla,yes,,yes,3
2769,02-07-19,male,100,no preference,0,chocolate,no,,yes,5
2770,02-07-19,male,100,no preference,10,specialty,no,,yes,3
2771,02-07-19,female,100,black,8,no preference,yes,<100K,yes,7
2772,02-07-19,female,100,silver,1,vanilla,no,<100K,yes,1
2773,02-07-19,female,100,no preference,2,vanilla,yes,<100K,yes,6
2774,02-07-19,male,100,black,2,no preference,yes,,yes,7
2775,02-07-19,female,100,blue,9,no preference,no,<100K,yes,3
2776,02-07-19,male,100,silver,2,vanilla,yes,,yes,9
2777,02-07-19,male,100,red,2,specialty,yes,,yes,6
2778,02-07-19,female,100,blue,6,vanilla,yes,<100K,yes,8
2779,02-07-19,female,100,black,7,specialty,no,<100K,yes,6
2780,02-07-19,female,100,white,5,swirl,yes,<100K,yes,10
2781,02-07-19,female,100,white,9,chocolate,no,<100K,yes,10
2782,02-07-19,male,100,no preference,10,chocolate,no,,yes,10
2783,02-07-19,male,100,blue,2,chocolate,yes,,yes,6
2784,02-07-19,male,100,white,5,chocolate,yes,,yes,8
2785,02-07-19,female,100,silver,0,no preference,yes,<100K,yes,3
2786,02-07-19,male,100,white,4,vanilla,no,,yes,3
2787,02-07-19,female,100,black,2,chocolate,no,<100K,yes,6
2788,02-07-19,female,100,no preference,4,swirl,no,<100K,yes,8
2789,02-07-19,female,100,white,5,no preference,yes,<100K,yes,3
2790,02-07-19,female,100,red,8,chocolate,no,<100K,yes,7
2791,02-07-19,male,100,blue,3,vanilla,no,,yes,4
2792,02-07-19,male,100,white,2,vanilla,no,,yes,4
2793,02-07-19,female,100,white,9,chocolate,no,<100K,yes,4
2794,02-07-19,female,100,white,10,no preference,yes,<100K,yes,2
2795,02-07-19,female,100,silver,0,no preference,no,<100K,yes,6
2796,02-07-19,male,100,no preference,8,chocolate,no,,yes,7
2797,02-07-19,female,100,silver,10,no preference,yes,<100K,yes,7
2798,02-07-19,male,100,white,3,no preference,yes,,yes,5
2799,02-07-19,male,100,silver,8,swirl,yes,,yes,10
2800,02-07-19,male,100,white,2,swirl,no,,yes,10
2801,02-07-19,female,100,black,2,no preference,no,<100K,yes,7
2802,02-07-19,female,100,no preference,6,chocolate,no,<100K,yes,10
2803,02-07-19,male,100,no preference,5,specialty,yes,,yes,3
2804,02-07-19,male,100,no preference,9,no preference,yes,,yes,9
2805,02-07-19,male,100,silver,8,swirl,yes,,yes,5
2806,02-07-19,male,100,no preference,4,no preference,no,,yes,5
2807,02-07-19,female,100,silver,5,no preference,yes,<100K,yes,4
2808,02-07-19,male,100,black,3,specialty,no,,yes,9
2809,02-07-19,male,100,no preference,7,specialty,no,,yes,3
2810,02-07-19,male,100,black,0,no preference,no,,yes,10
2811,02-07-19,male,100,blue,4,no preference,no,,yes,10
2812,02-07-19,female,100,white,7,specialty,yes,<100K,yes,7
2813,02-07-19,female,100,black,1,chocolate,yes,<100K,yes,3
2814,02-07-19,male,100,black,0,vanilla,yes,,yes,5
2815,02-07-19,male,100,white,,specialty,no,,yes,2
2816,02-07-19,male,100,black,,vanilla,yes,,yes,3
2817,02-07-19,female,100,red,,no preference,yes,<100K,yes,9
2818,02-07-19,male,100,red,7,swirl,no,,yes,1
2819,02-07-19,female,100,black,2,no preference,yes,<100K,yes,2
2820,02-07-19,male,100,blue,4,swirl,no,,yes,10
2821,02-07-19,female,100,no preference,8,no preference,no,<100K,yes,8
2822,02-07-19,male,100,white,7,chocolate,no,,yes,10
2823,02-07-19,male,100,no preference,2,specialty,yes,,yes,10
2824,02-07-19,male,100,black,2,no preference,no,,yes,5
2825,02-07-19,male,100,blue,10,vanilla,yes,,yes,4
2826,02-07-19,male,100,blue,10,vanilla,yes,,yes,1
2827,02-07-19,male,100,red,8,swirl,no,,yes,5
2828,02-07-19,male,100,no preference,7,no preference,yes,,yes,9
2829,02-07-19,female,100,black,8,no preference,no,<100K,yes,2
2830,02-07-19,male,100,no preference,1,no preference,no,,yes,2
2831,02-07-19,male,100,red,0,no preference,no,,yes,2
2832,02-07-19,male,100,silver,9,specialty,yes,,yes,2
2833,02-07-19,male,100,no preference,5,specialty,yes,,yes,10
2834,02-07-19,female,100,black,0,swirl,yes,<100K,yes,4
2835,02-07-19,male,100,no preference,4,swirl,no,,yes,1
2836,02-07-19,female,100,white,5,no preference,yes,<100K,yes,3
2837,02-07-19,male,100,no preference,9,vanilla,yes,,yes,10
2838,02-07-19,male,100,red,10,swirl,no,,yes,9
2839,02-07-19,male,100,blue,7,swirl,yes,,yes,1
2840,02-07-19,female,100,red,3,chocolate,no,<100K,yes,10
2841,02-07-19,female,100,red,9,chocolate,yes,<100K,yes,5
2842,02-07-19,female,100,black,6,specialty,yes,<100K,yes,4
2843,02-07-19,male,100,black,7,chocolate,yes,,yes,7
2844,02-07-19,female,100,no preference,10,vanilla,no,<100K,yes,4
2845,02-07-19,female,100,red,7,swirl,yes,<100K,yes,7
2846,02-07-19,male,100,black,8,no preference,no,,yes,1
2847,02-07-19,male,100,white,4,swirl,yes,,yes,5
2848,02-07-19,male,100,red,9,vanilla,no,,yes,2
2849,02-07-19,female,100,black,3,no preference,no,<100K,yes,8
2850,02-07-19,male,100,white,6,chocolate,no,,yes,5
2851,02-07-19,female,100,red,6,chocolate,no,<100K,yes,6
2852,02-07-19,male,100,blue,2,chocolate,no,,yes,3
2853,02-07-19,female,100,blue,4,vanilla,no,<100K,yes,4
2854,02-07-19,male,100,blue,7,vanilla,yes,,yes,7
2855,02-07-19,female,100,red,2,vanilla,no,<100K,yes,4
2856,02-07-19,male,100,white,7,swirl,no,,yes,4
2857,02-07-19,male,100,silver,6,specialty,no,,yes,10
2858,02-07-19,male,100,silver,3,no preference,yes,,yes,5
2859,02-07-19,male,100,silver,3,vanilla,no,,yes,10
2860,02-07-19,male,100,silver,2,no preference,no,,yes,3
2861,02-07-19,male,100,red,8,specialty,no,,yes,9
2862,02-07-19,male,100,blue,4,swirl,no,,yes,3
2863,02-07-19,female,100,red,2,swirl,no,<100K,yes,4
2864,02-07-19,male,100,silver,2,specialty,yes,,yes,3
2865,02-07-19,male,100,silver,6,no preference,yes,,yes,3
2866,02-07-19,male,100,red,3,chocolate,yes,,yes,4
2867,02-07-19,female,100,white,1,no preference,no,<100K,yes,1
2868,02-07-19,male,100,blue,1,vanilla,yes,,yes,7
2869,02-07-19,male,100,silver,1,no preference,yes,,yes,2
2870,02-07-19,male,100,blue,0,specialty,yes,,yes,10
2871,02-07-19,male,100,silver,9,no preference,no,,yes,4
2872,02-07-19,male,100,no preference,9,swirl,no,,yes,1
2873,02-07-19,female,100,black,6,chocolate,yes,<100K,yes,4
2874,02-07-19,female,100,silver,9,chocolate,no,<100K,yes,4
2875,02-07-19,male,100,no preference,4,vanilla,no,,yes,7
2876,02-07-19,male,100,no preference,3,chocolate,no,,yes,3
2877,02-07-19,male,100,red,6,vanilla,yes,,yes,8
2878,02-07-19,male,100,blue,3,swirl,yes,,yes,6
2879,02-07-19,female,100,black,4,chocolate,no,<100K,yes,8
2880,02-07-19,male,100,blue,3,no preference,yes,,yes,8
2881,02-07-19,male,100,no preference,5,vanilla,no,,yes,10
2882,02-07-19,male,100,blue,8,chocolate,yes,,yes,7
2883,02-07-19,female,100,black,4,specialty,no,<100K,yes,6
2884,02-07-19,female,100,blue,4,chocolate,no,<100K,yes,8
2885,02-07-19,male,100,blue,1,vanilla,no,,yes,2
2886,02-07-19,male,100,red,6,chocolate,yes,,yes,8
2887,02-07-19,male,100,white,6,specialty,no,,yes,5
2888,02-07-19,male,100,silver,6,chocolate,no,,yes,4
2889,02-07-19,male,100,blue,10,vanilla,yes,,yes,3
2890,02-07-19,male,100,blue,1,swirl,yes,,yes,2
2891,02-07-19,male,100,red,9,swirl,no,,yes,7
2892,02-07-19,female,100,red,3,vanilla,no,<100K,yes,1
2893,02-07-19,male,100,no preference,4,chocolate,no,,yes,5
2894,02-07-19,male,100,blue,0,swirl,yes,,yes,10
2895,02-07-19,male,100,silver,8,specialty,yes,,yes,2
2896,02-07-19,male,100,silver,8,no preference,no,,yes,10
2897,02-07-19,male,100,red,8,specialty,no,,yes,10
2898,02-07-19,male,100,silver,10,chocolate,yes,,yes,8
2899,02-07-19,male,100,white,10,vanilla,no,,yes,9
2900,02-07-19,female,100,black,8,swirl,no,<100K,yes,6
2901,02-07-19,male,100,white,2,swirl,yes,,yes,6
2902,02-07-19,female,100,black,8,chocolate,no,<100K,yes,9
2903,02-07-19,male,100,white,,chocolate,yes,,yes,9
2904,02-07-19,male,100,black,,no preference,yes,,yes,5
2905,02-07-19,male,100,silver,,swirl,no,,yes,7
2906,02-07-19,male,100,silver,,swirl,no,,yes,6
2907,02-07-19,male,100,blue,,no preference,no,,yes,1
2908,02-07-19,male,100,blue,,chocolate,yes,,yes,10
2909,02-07-19,female,100,black,,chocolate,no,<100K,yes,8
2910,02-07-19,male,100,black,,no preference,yes,,yes,2
2911,02-07-19,male,100,black,,swirl,no,,yes,6
2912,02-07-19,male,100,black,10,specialty,yes,,yes,9
2913,02-07-19,male,100,white,6,swirl,yes,,yes,7
2914,02-07-19,female,100,black,8,no preference,yes,<100K,yes,9
2915,02-07-19,male,100,white,5,chocolate,no,,yes,1
2916,02-07-19,male,100,no preference,2,swirl,yes,,yes,10
2917,02-07-19,male,100,red,6,chocolate,no,,yes,2
2918,02-07-19,male,100,white,5,swirl,no,,yes,6
2919,02-07-19,male,100,blue,6,chocolate,yes,,yes,9
2920,02-07-19,male,100,silver,6,swirl,no,,yes,9
2921,02-07-19,female,100,red,4,swirl,yes,<100K,yes,7
2922,02-07-19,female,100,blue,3,swirl,yes,<100K,yes,9
2923,02-07-19,female,100,no preference,10,swirl,no,<100K,yes,6
2924,02-07-19,female,100,no preference,9,swirl,yes,<100K,yes,1
2925,02-07-19,male,100,silver,10,vanilla,yes,,yes,6
2926,02-07-19,female,100,red,10,vanilla,yes,<100K,yes,7
2927,02-07-19,female,100,red,3,vanilla,no,<100K,yes,8
2928,02-07-19,male,100,blue,4,swirl,no,,yes,9
2929,02-07-19,male,100,no preference,9,no preference,no,,yes,4
2930,02-07-19,male,100,silver,9,swirl,no,,yes,7
2931,02-07-19,female,100,no preference,3,swirl,no,<100K,yes,5
2932,02-07-19,male,100,black,7,specialty,no,,yes,8
2933,02-07-19,male,100,red,9,specialty,yes,,yes,4
2934,02-07-19,male,100,white,3,swirl,no,,yes,8
2935,02-07-19,male,100,silver,4,no preference,yes,,yes,6
2936,02-07-19,male,100,white,4,no preference,no,,yes,6
2937,02-07-19,male,100,black,8,no preference,yes,,yes,6
2938,02-07-19,male,100,white,9,no preference,yes,,yes,6
2939,02-07-19,male,100,black,2,no preference,no,,yes,8
2940,02-07-19,male,100,no preference,9,vanilla,yes,,yes,3
2941,02-07-19,female,100,red,0,chocolate,yes,<100K,yes,7
2942,02-07-19,female,100,black,10,chocolate,yes,<100K,yes,1
2943,02-07-19,female,100,blue,8,no preference,no,<100K,yes,5
2944,02-07-19,male,100,blue,6,specialty,no,,yes,8
2945,02-07-19,female,100,red,1,vanilla,no,<100K,yes,10
2946,02-07-19,male,100,silver,10,vanilla,yes,,yes,7
2947,02-07-19,male,100,red,9,specialty,yes,,yes,9
2948,02-07-19,male,100,black,10,chocolate,no,,yes,6
2949,02-07-19,male,100,silver,4,chocolate,no,,yes,2
2950,02-07-19,male,100,red,7,vanilla,yes,,yes,4
2951,02-07-19,male,100,no preference,10,no preference,yes,,yes,2
2952,02-07-19,male,100,blue,6,chocolate,no,,yes,5
2953,02-07-19,female,100,no preference,9,no preference,yes,<100K,yes,5
2954,02-07-19,male,100,no preference,0,swirl,yes,,yes,2
2955,02-07-19,male,100,blue,5,swirl,yes,,yes,7
2956,02-07-19,male,100,white,10,specialty,no,,yes,7
2957,02-07-19,male,100,silver,4,specialty,yes,,yes,3
2958,02-07-19,female,100,blue,10,swirl,no,<100K,yes,7
2959,02-07-19,male,100,black,5,swirl,no,,yes,7
2960,02-07-19,female,100,red,5,vanilla,no,<100K,yes,7
2961,02-07-19,male,100,no preference,10,chocolate,no,,yes,9
2962,02-07-19,male,100,blue,5,chocolate,yes,,yes,2
2963,02-07-19,male,100,black,2,no preference,no,,yes,10
2964,02-07-19,female,100,red,8,swirl,yes,<100K,yes,8
2965,02-07-19,male,100,white,0,specialty,no,,yes,1
2966,02-07-19,male,100,white,0,chocolate,no,,yes,9
2967,02-07-19,male,100,white,10,specialty,no,,yes,4
2968,02-07-19,female,100,no preference,3,specialty,no,<100K,yes,7
2969,02-07-19,male,100,silver,5,no preference,no,,yes,6
2970,02-07-19,male,100,black,7,specialty,yes,,yes,2
2971,02-07-19,male,100,silver,0,specialty,no,,yes,3
2972,02-07-19,male,100,blue,7,swirl,no,,yes,8
2973,02-07-19,male,100,black,10,specialty,no,,yes,10
2974,02-07-19,male,100,no preference,3,vanilla,no,,yes,2
2975,02-07-19,male,100,white,8,chocolate,yes,,yes,1
2976,02-07-19,male,100,blue,1,chocolate,yes,,yes,4
2977,02-07-19,female,100,black,3,vanilla,yes,<100K,yes,1
2978,02-07-19,male,100,blue,10,specialty,no,,yes,9
2979,02-07-19,female,100,red,6,chocolate,no,<100K,yes,6
2980,02-07-19,male,100,no preference,1,vanilla,yes,,yes,1
2981,02-07-19,female,100,black,0,chocolate,no,<100K,yes,3
2982,02-07-19,male,100,black,7,vanilla,yes,,yes,9
2983,02-07-19,male,100,red,8,chocolate,yes,,yes,2
2984,02-07-19,male,100,silver,10,vanilla,yes,,yes,2
2985,02-07-19,female,100,black,0,vanilla,yes,<100K,yes,1
2986,02-07-19,male,100,black,6,specialty,yes,,yes,1
2987,02-07-19,male,100,red,9,specialty,yes,,yes,1
2988,02-07-19,female,100,black,8,specialty,yes,<100K,yes,10
2989,02-07-19,female,100,white,0,vanilla,no,<100K,yes,6
2990,02-07-19,male,100,no preference,7,specialty,yes,,yes,7
2991,02-07-19,male,100,no preference,6,specialty,yes,,yes,8
2992,02-07-19,male,100,no preference,4,no preference,no,,yes,6
2993,02-07-19,female,100,blue,8,swirl,yes,<100K,yes,8
2994,02-07-19,male,100,no preference,5,chocolate,yes,,yes,6
2995,02-07-19,male,100,black,4,vanilla,no,,yes,10
2996,02-07-19,female,100,black,2,chocolate,yes,<100K,yes,8
2997,02-07-19,female,100,white,2,chocolate,no,<100K,yes,3
2998,02-07-19,female,100,white,7,vanilla,yes,<100K,yes,7
2999,02-07-19,male,100,black,1,chocolate,no,,yes,1
3000,02-07-19,male,100,silver,10,no preference,yes,,yes,9
3001,02-07-19,male,100,black,7,chocolate,no,,yes,9
3002,02-07-19,female,100,silver,6,chocolate,no,<100K,yes,7
3003,02-07-19,male,100,no preference,0,specialty,no,,yes,2
3004,02-07-19,female,100,silver,5,swirl,no,<100K,yes,10
3005,02-07-19,male,100,white,6,chocolate,yes,,yes,8
3006,02-07-19,male,100,black,4,swirl,no,,yes,10
3007,02-07-19,male,100,no preference,9,specialty,yes,,yes,8
3008,02-07-19,male,100,red,4,chocolate,yes,,yes,3
3009,02-07-19,male,100,blue,3,vanilla,yes,,yes,3
3010,02-07-19,female,100,white,10,vanilla,yes,<100K,yes,4
3011,02-07-19,female,100,black,8,chocolate,yes,<100K,yes,6
3012,02-07-19,female,100,silver,6,no preference,yes,<100K,yes,1
3013,02-07-19,male,100,black,8,chocolate,yes,,yes,9
3014,02-07-19,female,100,white,9,vanilla,no,<100K,yes,5
3015,02-07-19,male,100,blue,3,no preference,no,,yes,7
3016,02-07-19,male,100,blue,5,no preference,no,,yes,4
3017,02-07-19,male,100,black,9,chocolate,yes,,yes,5
3018,02-07-19,male,100,black,2,swirl,yes,,yes,3
3019,02-07-19,male,100,white,7,swirl,yes,,yes,6
3020,02-07-19,male,100,no preference,2,specialty,no,,yes,9
3021,02-07-19,female,100,no preference,4,no preference,no,<100K,yes,10
3022,02-07-19,male,100,no preference,8,chocolate,no,,yes,1
3023,02-07-19,female,100,blue,0,no preference,yes,<100K,yes,10
3024,02-07-19,male,100,white,2,specialty,no,,yes,3
3025,02-07-19,male,100,blue,9,swirl,yes,,yes,4
3026,02-07-19,female,100,white,5,specialty,yes,<100K,yes,4
3027,02-07-19,female,100,silver,3,no preference,no,<100K,yes,1
3028,02-07-19,male,100,white,2,vanilla,no,,yes,7
3029,02-07-19,male,100,red,,no preference,yes,,yes,9
3030,02-07-19,male,100,white,,chocolate,yes,,yes,6
3031,02-07-19,female,100,red,,chocolate,no,<100K,yes,6
3032,02-07-19,female,100,no preference,,vanilla,yes,<100K,yes,9
3033,02-07-19,male,100,white,8,swirl,yes,,yes,5
3034,02-07-19,female,100,silver,5,chocolate,no,<100K,yes,3
3035,02-07-19,male,100,red,9,specialty,yes,,yes,4
3036,02-07-19,male,100,silver,1,no preference,no,,yes,6
3037,02-07-19,male,100,silver,0,specialty,no,,yes,8
3038,02-07-19,male,100,red,7,vanilla,yes,,yes,9
3039,02-07-19,female,100,white,4,specialty,no,<100K,yes,3
